,author,content,description,publishedAt,source,title,url,urlToImage,relevancy
0,,"To enable volume discounts on this site, use coupon code: BULKRATE during checkout. You will see a discount applied at the bottom of the shopping cart. Competitive pricing is available. Contact us for details. What is Bulk Rate? BulkRate is a semi-wholesale s… [+545 chars]","SKU #: 916617941, Price: CA$18.71 free shipping Item specifics Item Type:Necklaces Fine or Fashion:Fashion Chain Type:Link Chain Necklace Type:Pendant Necklaces Metals Type:Copper Alloy Style:Trendy Gender:Women Shape\pattern:Animal Material:Metal Function:Je…",2018-10-13T00:00:00Z,"{'id': None, 'name': 'Dx.com'}","Christmas Gift Jewelry Antler Necklace, Deer Antler, Deer Necklace,Cool Reindeer Pendant For Ladys Gold-color",http://www.dx.com/p/Christmas-Gift-Jewelry-Antler-Necklace-Deer-Antler-Deer-NecklaceCool-Reindeer-Pendant-For-Ladys-Goldcolor-916617941,//img.dxcdn.com/productimages/sku_916617941_1.jpg,113
1,,"To enable volume discounts on this site, use coupon code: BULKRATE during checkout. You will see a discount applied at the bottom of the shopping cart. Competitive pricing is available. Contact us for details. What is Bulk Rate? BulkRate is a semi-wholesale s… [+545 chars]","SKU #: 916617943, Price: CA$28.96 free shipping Item specifics Item Type:Necklaces Fine or Fashion:Fashion Necklace Type:Pendant Necklaces Compatibility:All Compatible Style:Trendy Metals Type:Zinc Alloy Gender:Women Shape\pattern:Geometric Material:Metal Pen…",2018-10-13T00:00:00Z,"{'id': None, 'name': 'Dx.com'}",Unique Origami Deer Necklace for Women and Girls Cute Gift 30 PCS / Lot With Gold And Silver Color Optional Gold-color,http://www.dx.com/p/Unique-Origami-Deer-Necklace-for-Women-and-Girls-Cute-Gift-30-PCS-Lot-With-Gold-And-Silver-Color-Optional-Goldcolor-916617943,//img.dxcdn.com/productimages/sku_916617943_1.jpg,97
2,,"To enable volume discounts on this site, use coupon code: BULKRATE during checkout. You will see a discount applied at the bottom of the shopping cart. Competitive pricing is available. Contact us for details. What is Bulk Rate? BulkRate is a semi-wholesale s… [+545 chars]","SKU #: 916617942, Price: CA$28.96 free shipping Item specifics Item Type:Necklaces Fine or Fashion:Fashion Necklace Type:Pendant Necklaces Compatibility:All Compatible Style:Trendy Metals Type:Zinc Alloy Gender:Women Shape\pattern:Geometric Material:Metal Pen…",2018-10-13T00:00:00Z,"{'id': None, 'name': 'Dx.com'}",Unique Origami Deer Necklace for Women and Girls Cute Gift 30 PCS / Lot With Gold And Silver Color Optional Silver Plated,http://www.dx.com/p/Unique-Origami-Deer-Necklace-for-Women-and-Girls-Cute-Gift-30-PCS-Lot-With-Gold-And-Silver-Color-Optional-Silver-Plated-916617942,//img.dxcdn.com/productimages/sku_916617942_1.jpg,165
3,Jeff Miller,The nature of the NFL is such that the Pittsburgh Steelers now have the capacity to raise a tarp two stories high to block the view into one of their practice fields. The nature of Philip Rivers is such that Sunday he announced at the line of scrimmage within… [+3923 chars],The nature of the NFL is such that the Pittsburgh Steelers now have the capacity to raise a tarp two stories high to block the view into one of their practice fields. The nature of Philip Rivers is such that Sunday he announced at the line of scrimmage — with…,2018-10-13T00:00:00Z,"{'id': None, 'name': 'Latimes.com'}","With Browns game looming, Philip Rivers has Chargers going in the right direction",http://www.latimes.com/sports/chargers/la-sp-chargers-browns-20181013-story.html,http://www.trbimg.com/img-5bc14798/turbine/la-sp-chargers-browns-20181013,185
4,"Dan Ventura, By Dan Ventura",ATLANTIC COAST LEAGUE CONF. ALL H A PF PA Falmouth 3-0 5-0 3-0 3-0 188 71 Nauset 2-1 4-2 2-1 2-1 170 84 Marshfield 2-2 2-4 2-1 0-3 106 155 Dennis-Yarmouth 1-2 3-3 3-0 0-3 170 127 Sandwich 0-3 0-5 0-4 0-1 33 167 BAY STATE CAREY CONF. ALL H A PF PA Natick 2-0 4… [+8592 chars],ATLANTIC COAST LEAGUE    CONF.    ALL    H    A    PF    PAFalmouth    3-0    5-0    3-0    3-0    188    71Nauset    2-1    4-2    2-1    2-1    170    84Marshfield    2-2    2-4    2-1    0-3    106    155,2018-10-13T00:00:00Z,"{'id': None, 'name': 'Bostonherald.com'}",HIGH SCHOOL FOOTBALL: Updated standings,http://www.bostonherald.com/sports/high_school/high_school_insider/2018/10/high_school_football_updated_standings,http://www.bostonherald.com/sites/default/files/styles/full/public/blog_posts/BOSTON%20HERALD%20IMAGES_44.jpg?itok=JrfYGLz-,457
5,ilucas,"The concept of Customer Experience has been expanding in the country over time, and it covers all industries possible through indoor, outdoor and online means. Customer Experience is the combination of Customer Loyalty &amp; Rewards, Customer Relationship Man… [+2637 chars]","The concept of Customer Experience has been expanding in the country over time, and it covers all industries possible through indoor, outdoor and online means. Customer Experience is the combination of Customer Loyalty & Rewards, Customer Relationship Managem…",2018-10-13T00:00:06Z,"{'id': None, 'name': 'Inquirer.net'}",Customer Experience Management Conference set this November,https://business.inquirer.net/258756/customer-experience-management-conference-set-november,https://business.inquirer.net/wp-content/blogs.dir/5/files/2018/10/Twitter-Pre-Event-A-620x310.jpg,381
6,Todd & Diane,"Sausage potatoes au gratin is another way we celebrate the cold weather season and Holiday feasting. Every year, two big batches of our famous potatoes au gratin makes it way to our Holiday table. It’s one of those dishes that the whole family is hopelessly i… [+5420 chars]","Sausage potatoes au gratin is another way we celebrate the cold weather season and Holiday feasting. Every year, two big batches of our famous potatoes au gratin makes it way to our Holiday table. It’s one of those dishes that the whole family is hopelessly i…",2018-10-13T00:00:38Z,"{'id': None, 'name': 'Whiteonricecouple.com'}",Sausage Potatoes au Gratin,https://whiteonricecouple.com/recipes/sausage-potatoes-au-gratin-recipe/,https://whiteonricecouple.com/recipe/images/sausage-potatoes-au-gratin-thumb-200.jpg,240
7,"Rachel Leung, Michelle Wong, Rachel Leung, Michelle Wong","Under the bright lights of Gelora Bung Karno Stadium in Jakarta and before a raucous crowd, Hong Kong baseball player Kenneth Chiu Chi-kam strides onto the field, ready to pitch for his team. It is the 2018 Asian Games, and despite not being on home ground, C… [+10996 chars]","Under the bright lights of Gelora Bung Karno Stadium in Jakarta and before a raucous crowd, Hong Kong baseball player Kenneth Chiu Chi-kam strides onto the field, ready to pitch for his team. It is the 2018 Asian Games, and despite not being on home ground, C…",2018-10-13T00:01:00Z,"{'id': None, 'name': 'Scmp.com'}","No awards, no recognition: how Hong Kong is failing its homegrown athletes",https://www.scmp.com/news/hong-kong/education/article/2168269/no-awards-no-recognition-how-hong-kong-failing-its,https://cdn2.i-scmp.com/sites/default/files/styles/620x356/public/images/methode/2018/10/12/e50771cc-cc64-11e8-9460-2e07e264bd11_image_hires_162640.JPG?itok=Q2E-M-gA,319
8,https://www.facebook.com/DailyMailCeleb,PR mogul Roxy Jacenko is known for her trendsetting style. And it seems that the mother-of-two has hit the mark again in a stunning Tom Ford dress. Roxy shared the extraordinary pictures of herself in the jaguar-print sequin dress to Instagram on Friday. How … [+1342 chars],PR mogul Roxy Jacenko is known for her trendsetting style.,2018-10-13T00:04:04Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}","Roxy Jacenko stuns in a $10,000 Tom Ford lime green jaguar-print dress",https://www.dailymail.co.uk/tvshowbiz/article-6271379/Roxy-Jacenko-stuns-10-000-Tom-Ford-lime-green-jaguar-print-dress.html,https://i.dailymail.co.uk/i/newpix/2018/10/13/01/51486DF600000578-0-image-a-38_1539389021253.jpg,408
9,,"135mm thermally controlled fluid dynamic bearing fan. Engineered to meet maximum power output at a server-grade 50°C temperature rating. The latest ATX12V v2.4 and EPS 2.92 standards and is backward compatible with ATX12V 2.2, 2.31 and ATX12V 2.01 systems. 4t… [+393 chars]","Buy CORSAIR RMi Series RM1000i 1000W 80 PLUS GOLD Haswell Ready Full Modular ATX12V &#38; EPS12V SLI and Crossfire Ready Power Supply with C-Link Monitoring and Control with fast shipping and top-rated customer service.Once you know, you Newegg&#33;",2018-10-13T00:11:16Z,"{'id': None, 'name': 'Newegg.com'}",$139.98 - CORSAIR RMi Series RM1000i 1000W 80 PLUS GOLD Haswell Ready Full Modular ATX12V & EPS12V SLI and Crossfire Ready Power Supply with C-Link Monitoring and Control,https://www.newegg.com/Product/Product.aspx?Item=N82E16817139139,https://c1.neweggimages.com/NeweggImage/ProductImage/17-139-139-08.jpg,488
