publish_datetime,content,href,story_abstract,title
2019-02-11,"NEW YORK, Feb 11 (Reuters) - Oil prices edged lower on Monday as worries surrounding the resumption of U.S.-China trade talks overshadowed support from OPEC-led supply restraint. Brent crude futures lost 59 cents, or 0.95 percent, to settle at $61.51 a barrel. U.S. West Texas Intermediate (WTI) crude fell 31 cents, or 0.59 percent, to settle at $52.41 a barrel. Trade talks between the United States and China resumed with working-level discussions before high-level discussions later in the week. Beijing, however, expressed anger at a U.S. Navy mission through the disputed South China Sea. This cast a shadow as the two countries try to reach a deal before the March 1 deadline when U.S. tariffs on $200 billion worth of Chinese imports are scheduled to increase to 25 percent from 10 percent. On Thursday, U.S. President Donald Trump said he did not plan to meet with Chinese President Xi Jinping before the March 1 deadline, dampening hopes of a quick trade pact. Escalating U.S.-China trade tensions have cost both countries billions of dollars and disrupted global trade and business flows, roiling financial markets. ""There's a lot of uncertainty about what's going on with this trade war, whether they're going to get anything done,"" said Phil Flynn, oil analyst at Price Futures Group in Chicago. ""You've got concerns about slowing growth."" A rising U.S. dollar also weighed on oil futures. A stronger dollar makes greenback-denominated commodities more expensive for holders of other currencies. ""Until some dollar weakness begins to develop, the complex could have difficulty advancing much this week even allowing for some supportive elements out of an upcoming slew of energy releases,"" Jim Ritterbusch, president of Ritterbusch and Associates, said in a note. Still, oil prices have been buoyed this year by output curbs from the Organization of the Petroleum Exporting Countries and its allies, including Russia, a group known as OPEC+. The deal, effective from January, aims to cut 1.2 million barrels per day until the end of June to forestall a supply overhang. Suhail Al Mazrouei, the energy minister of the United Arab Emirates, said on Monday the oil market should achieve this balance in the first quarter of 2019. OPEC and its allies meet on April 17 and 18 in Vienna to review the agreement, but a draft cooperation charter seen by Reuters fell short of a new formal alliance among the producers. U.S. sanctions on Venezuela, along with older sanctions on fellow OPEC member Iran, have also prevented crude prices from falling further. Venezuela President Nicolas Maduro has sought OPEC support against the sanctions, citing their impact on oil prices and potential risks for other members of the producer group. The country also wants to double its oil sales to India and is open to barter payment arrangements with the world's third-biggest crude consumer, Venezuelan Oil Minister Manuel Quevedo said on Monday. (Reporting by Stephanie Kelly; Additional reporting by Noah Browning in London and Henning Gloystein in Singapore; Editing by Andrea Ricci and Lisa Shumaker) ",https://www.cnbc.com//2019/02/11/reuters-america-update-10-oil-prices-dip-slow-progress-in-trade-talks-counters-opec-cuts.html,"* U.S.-China talks face March 1 deadline of re-imposed tariffs * OPEC+ cuts aim to balance supply and demand * Oil market to reach balance in Q1 -UAE energy minister (Updates with settlement prices, adds market activity, commentary) ",UPDATE 10-Oil prices dip; slow progress in trade talks counters OPEC cuts
2019-02-11,"cuts@ NEW YORK, Feb 11 (Reuters) - Oil prices fell about 1 percent on Monday as worries surrounding the resumption of U.S.-China trade talks overshadowed support from OPEC-led supply restraint. Brent crude futures lost 49 cents, or 0.8 percent to $61.61 a barrel by 12:53 p.m. EST (1753 GMT). U.S. West Texas Intermediate (WTI) crude fell 65 cents, or 1.2 percent, to $52.07 a barrel. Trade talks between the United States and China resumed with working level discussions before high-level discussions later in the week. While Beijing struck an upbeat note, it also expressed anger at a U.S. Navy mission through the disputed South China Sea. This cast a shadow as the two countries try to reach a deal before the March 1 deadline when U.S. tariffs on $200 billion worth of Chinese imports are scheduled to increase to 25 percent from 10 percent. On Thursday, U.S. President Donald Trump said he did not plan to meet with Chinese President Xi Jinping before the March 1 deadline, dampening hopes of a quick trade pact. Escalating U.S.-China trade tensions have cost both countries billions of dollars and disrupted global trade and business flows, roiling financial markets. ""There's a lot of uncertainty about what's going on with this trade war, whether they're going to get anything done,"" said Phil Flynn, oil analyst at Price Futures Group in Chicago. ""You've got concerns about slowing growth."" Still, oil prices have been buoyed this year by output curbs from the Organization of the Petroleum Exporting Countries and its allies, including Russia, a group known as OPEC+. The deal, effective from January, aims to cut 1.2 million barrels per day until the end of June to forestall a supply overhang. Suhail Al Mazrouei, the Energy Minister of the United Arab Emirates, said on Monday the oil market should achieve this balance in the first quarter of 2019. OPEC and its allies meet on April 17 and 18 in Vienna to review the agreement, but a draft cooperation charter seen by Reuters fell short of a new formal alliance among the producers. U.S. sanctions on Venezuela, along with older sanctions on fellow OPEC member Iran, have also prevented crude prices from falling further. Venezuela President Nicolas Maduro has sought OPEC support against the sanctions, citing their impact on oil prices and potential risks for other members of the producer group. The country also wants to double its oil sales to India and is open to barter payment arrangements with the world's third-biggest crude consumer, Venezuelan Oil Minister Manuel Quevedo said on Monday. (Additional reporting by Noah Browning in London; editing by Emelia Sithole-Matarise; Additional reporting by Henning Gloystein; Editing by Edmund Blair, Mark Potter and Andrea Ricci) ",https://www.cnbc.com//2019/02/11/reuters-america-update-9-oil-prices-fall-1-pct-slow-progress-in-trade-talks-counters-opec-cuts.html,"* U.S.-China talks face March 1 deadline of re-imposed tariffs * OPEC+ cuts aim to balance supply and demand * Oil market to reach balance in Q1 -UAE energy minister (Updates prices, adds market activity) ",UPDATE 9-Oil prices fall 1 pct; slow progress in trade talks counters OPEC cuts
2019-02-11,"NEW YORK, Feb 11 (Reuters) - Oil prices fell about $1 a barrel on Monday as worries surrounding the resumption of U.S.-China trade talks overshadowed support from OPEC-led supply restraint. Brent crude futures lost $1.04, or 1.7 percent to $61.06 a barrel by 11:22 a.m. EST (1622 GMT). U.S. West Texas Intermediate (WTI) crude fell $1.33, or 2.5 percent, to $51.39 a barrel. Trade talks between the United States and China resumed with working level discussions before high-level discussions later in the week. While Beijing struck an upbeat note, it also expressed anger at a U.S. Navy mission through the disputed South China Sea. This cast a shadow as the two countries try to reach a deal before the March 1 deadline when U.S. tariffs on $200 billion worth of Chinese imports are scheduled to increase to 25 percent from 10 percent. On Thursday, U.S. President Donald Trump said he did not plan to meet with Chinese President Xi Jinping before the March 1 deadline, dampening hopes of a quick trade pact. Escalating U.S.-China trade tensions have cost both countries billions of dollars and disrupted global trade and business flows, roiling financial markets. ""There's a lot of uncertainty about what's going on with this trade war, whether they're going to get anything done,"" said Phil Flynn, oil analyst at Price Futures Group in Chicago. ""You've got concerns about slowing growth."" Still, oil prices have been buoyed this year by output curbs from the Organization of the Petroleum Exporting Countries and its allies, including Russia, a group known as OPEC+. The deal, effective from January, aims to cut 1.2 million barrels per day until the end of June to forestall an supply overhang. Suhail Al Mazrouei, the Energy Minister of the United Arab Emirates, said on Monday the oil market should achieve this balance in the first quarter of 2019. OPEC and its allies meet on April 17 and 18 in Vienna to review the agreement, but a draft cooperation charter seen by Reuters fell short of a new formal alliance among the producers. U.S. sanctions on Venezuela, along with older sanctions on fellow OPEC member Iran, have also prevented crude prices from falling further. Venezuela President Nicolas Maduro has sought OPEC support against the sanctions, citing their impact on oil prices and potential risks for other members of the producer group. (Additional reporting by Noah Browning in London; editing by Emelia Sithole-Matarise; Additional reporting by Henning Gloystein; Editing by Edmund Blair and Mark Potter) ",https://www.cnbc.com//2019/02/11/reuters-america-update-8-oil-prices-fall-slow-progress-in-trade-talks-counters-opec-cuts.html,"* U.S.-China talks face March 1 deadline of re-imposed tariffs * OPEC+ cuts aim to balance supply and demand * Oil market to reach balance in Q1 -UAE energy minister (New throughout, updates prices, market activity and comments; new byline, changes dateline, previous LONDON) ",UPDATE 8-Oil prices fall; slow progress in trade talks counters OPEC cuts
2019-02-11,BRENT CRUDE FUTURES FALL BY MORE THAN $1 TO SESSION LOW OF $61.00 A BARREL ,https://www.cnbc.com//2019/02/11/reuters-america-brent-crude-futures-fall-by-more-than-1-to-session-low-of-61-point-00-a-barrel.html,,BRENT CRUDE FUTURES FALL BY MORE THAN $1 TO SESSION LOW OF $61.00 A BARREL
2019-02-11,"LONDON, Feb 11 (Reuters) - Oil prices fell on Monday as an uptick in U.S. drilling, a shutdown caused by a fire at a major U.S. refinery and concerns about U.S.-Chinese trade talks all overshadowed support from OPEC-led supply restraint. Benchmark Brent oil were down 71 cents, or 1.14 percent, to $61.39 a barrel at 1445 GMT. U.S. West Texas Intermediate (WTI) crude fell $1.19 cents or 2.26 percent to $51.53. ""Oil prices are still trying to figure out what lead to follow. On the one hand, there is the OPEC+ cut story, now coupled with increasing issues around Venezuelan supply"", Vienna-based consultancy JBC Energy said. ""At the same time, it has to be argued that a lot of the economic data that has been released over the last few days has really not been too encouraging, and U.S.-Chinese trade talks are also seemingly not progressing very fast."" Energy firms in the United States last week increased the number of oil rigs operating for the second time in three weeks, pointing to a further rise in U.S. crude production, a weekly report by Baker Hughes said on Friday. WTI prices were also weighed down by the closure of the second largest crude distillation unit (CDU) at Phillips 66's Wood River, Illinois, refinery following a fire on Sunday. Trade talks between Washington and Beijing resume this week with a delegation of U.S. officials travelling to China for the next round of negotiations. The United States has threatened to increase tariffs already imposed on goods from China on March 1 if the trade talks do not produce an agreement, a move which could help slow growth in fuel demand. U.S. President Donald Trump said on Thursday he did not plan to meet with Chinese President Xi Jinping before the March 1 deadline, dampening hopes of a quick trade pact. Prices have been buoyed, however, by output curbs from the Organization of the Petroleum Exporting Countries and its allies, including Russia, a group known as OPEC+. The deal, effective from January, aims to cut 1.2 million bpd until the end of June to forestall an overhang, in a move producers and many analysts expect to soon help balance supply and demand. Suhail Al Mazrouei, the Energy Minister of the United Arab Emirates, said on Monday the oil market should achieve this balance in the first quarter of 2019. OPEC and its allies meet on April 17 and 18 in Vienna to review the agreement, but a draft cooperation charter seen by Reuters fell short of a new formal alliance among the producers. U.S. sanctions on Venezuela, along with older sanctions on fellow OPEC member Iran, have also prevented crude prices from falling further. (Reporting by Noah Browning; editing by Emelia Sithole-Matarise; Additional reporting by Henning Gloystein; Editing by Edmund Blair and Mark Potter) ",https://www.cnbc.com//2019/02/11/reuters-america-update-7-oil-prices-slide-slow-progress-in-trade-talks-counters-opec-cuts.html,* U.S. set March 1 deadline to re-impose China tariffs * U.S. rig count rises to 854 - Baker Hughes * OPEC+ cuts aim to balance supply and demand * U.S. oil drilling & production levels: https://tmsnrt.rs/2S87iVI (Updates prices) ,"UPDATE 7-Oil prices slide, slow progress in trade talks counters OPEC cuts"
2019-02-11,"OIL PRICES EXTEND LOSSES, WTI FALLS BY MORE THAN $1 TO SESSION LOW OF $51.55 A BARREL ",https://www.cnbc.com//2019/02/11/reuters-america-oil-prices-extend-losses-wti-falls-by-more-than-1-to-session-low-of-51-point-55-a-barrel.html,,"OIL PRICES EXTEND LOSSES, WTI FALLS BY MORE THAN $1 TO SESSION LOW OF $51.55 A BARREL"
2019-02-11,"Energy industry leaders issued calls for a greater commitment to developing renewable energy sources during the 2019 World Government Summit in Dubai — and some honed in specifically on the U.S. coal industry as an obstacle to those goals. Siemens CEO Joe Kaeser and United Arab Emirates Energy Minister Suhail al-Mazrouei criticized coal consumption in the U.S., stressing that it was time to move on to cleaner fuel sources and a more diversified energy mix. ""What we need from the U.S. is lower coal and higher gas and higher contributions from gas and solar,"" al-Mazrouei told CNBC's Hadley Gamble during a panel discussion on the future of energy. ""That is what the world expects from leading industrial country like the United States. And I think there are good signs of that, it's happening no matter how we look at it."" Kaeser, CEO of German industrial conglomerate Siemens, had stronger words for the Donald Trump administration's aversion to climate change legislation and staunch promotion of the coal industry, though refrained from criticizing the president directly. ""The U.S. has more than 100 gigawatts of coal-fired power plants, and they've got abundant gas right around corner, whether it's shale or natural gas — so there is no point in complaining about climate change, whether people think it's invented by the Chinese or not,"" Kaeser said, when asked about political obstacles to cleaner energy goals. ",https://www.cnbc.com//2019/02/11/uae-minister-and-siemens-ceo-time-for-the-us-to-move-on-from-coal.html,,UAE energy minister and Siemens CEO agree it's time for the US to move on from coal
2019-02-11,"LONDON, Feb 11 (Reuters) - Oil prices fell on Monday as an uptick in U.S. drilling and concerns about demand due to the slow progress in U.S.-Chinese trade talks overshadowed support from OPEC-led supply restraint. Benchmark Brent oil fell 16 cents or 0.26 percent to $61.94 a barrel at 1220 GMT. U.S. West Texas Intermediate (WTI) crude fell 41 cents or 0.78 percent to $52.31. ""Oil prices are still trying to figure out what lead to follow. On the one hand, there is the OPEC+ cut story, now coupled with increasing issues around Venezuelan supply"", Vienna-based consultancy JBC Energy said. ""At the same time, it has to be argued that a lot of the economic data that has been released over the last few days has really not been too encouraging, and U.S.-Chinese trade talks are also seemingly not progressing very fast."" Energy firms in the United States last week increased the number of oil rigs operating for the second time in three weeks, pointing to a further rise in U.S. crude production, a weekly report by Baker Hughes said on Friday. WTI prices were also weighed down by the closure of the second largest crude distillation unit (CDU) at Phillips 66's Wood River, Illinois, refinery following a fire on Sunday. Trade talks between Washington and Beijing resume this week with a delegation of U.S. officials travelling to China for the next round of negotiations. The United States has threatened to increase tariffs already imposed on goods from China on March 1 if the trade talks do not produce an agreement. U.S. President Donald Trump said on Thursday he did not plan to meet with Chinese President Xi Jinping before the March 1 deadline, dampening hopes of a quick trade pact. Prices have been buoyed, however, by output curbs from the Organization of the Petroleum Exporting Countries and its allies, including Russia, a group known as OPEC+. The deal, effective from January, aims to cut 1.2 million bpd until the end of June to forestall an overhang, in a move producers and many analysts expect to soon help balance supply and demand. Suhail Al Mazrouei, the Energy Minister of the United Arab Emirates, said on Monday the oil market should achieve this balance in the first quarter of 2019. OPEC and its allies meet on April 17 and 18 in Vienna to review the agreement. U.S. sanctions on Venezuela, along with older sanctions on fellow OPEC member Iran, have also prevented crude prices from falling further. (Reporting by Noah Browning; editing by Emelia Sithole-Matarise Additional reporting by Henning Gloystein Editing by Edmund Blair) ",https://www.cnbc.com//2019/02/11/reuters-america-update-6-oil-prices-slip-slow-progress-in-trade-talks-counters-opec-cuts.html,"* U.S. set Mar. 1 deadline to re-impose China tariffs * U.S. rig count rises to 854 - Baker Hughes * OPEC+ cuts aim to balance supply and demand * U.S. oil drilling & production levels: https://tmsnrt.rs/2S87iVI (Updates prices, modifies throughout) ","UPDATE 6-Oil prices slip, slow progress in trade talks counters OPEC cuts"
2019-02-11,"talks@ U.S. Wood River refinery outage weighs on WTI By Noah Browning LONDON, Feb 11 (Reuters) - Oil prices were steady on Monday as support from OPEC-led supply restraint was countered by an uptick in U.S. drilling and concerns about demand due to the slow progress in U.S.-Chinese trade talks. Benchmark Brent oil was little changed, up 3 cents at $62.13 a barrel at 0945 GMT. U.S. West Texas Intermediate (WTI) crude slipped 27 cent to $52.45. ""Oil prices are still trying to figure out what lead to follow. On the one hand, there is the OPEC+ cut story, now coupled with increasing issues around Venezuelan supply"", Vienna-based consultancy JBC Energy said. ""At the same time, it has to be argued that a lot of the economic data that has been released over the last few days has really not been too encouraging, and U.S.-Chinese trade talks are also seemingly not progressing very fast."" Energy firms in the United States last week increased the number of oil rigs operating for the second time in three weeks, a weekly report by Baker Hughes said on Friday. Companies added seven oil rigs in the week to Feb. 8, bringing the total to 854, pointing to a further rise in U.S. crude production, which already stands at a record 11.9 million bpd. <C-OUT-T-EIA> WTI prices were also weighed down by the closure of a 120,000-barrels-per-day (bpd) crude distillation unit (CDU) at Phillips 66's Wood River, Illinois, refinery following a fire on Sunday. The Organization of the Petroleum Exporting Countries and its allies, including Russia, a group known as OPEC+, have reined in output to prevent a supply glut. The deal, effective from January, aims to cut 1.2 million bpd until the end of June, in a move producers and many analysts expect to help balance supply and demand in 2019. OPEC and its allies meet on April 17 and 18 in Vienna to review the agreement. U.S. sanctions on Venezuela, along with older sanctions on fellow OPEC member Iran, have also prevented crude prices from falling further. But economic concerns still weigh on crude prices. Trade talks between Washington and Beijing resume this week with a delegation of U.S. officials travelling to China for the next round of negotiations. The United States has threatened to increase tariffs already imposed on goods from China on March 1 if the trade talks do not produce an agreement. (Reporting by Noah Browning Additional reporting by Henning Gloystein Editing by Edmund Blair) ",https://www.cnbc.com//2019/02/11/reuters-america-update-5-oil-prices-steady-opec-cuts-countered-by-slow-progress-in-trade-talks.html,"* U.S. rig count rises to 854 - Baker Hughes * OPEC+ cuts aim to balance supply and demand * U.S. sanctions against Venezuela support crude prices * U.S. oil drilling & production levels: https://tmsnrt.rs/2S87iVI (Updates prices, adds comment, modifies throughout) ","UPDATE 5-Oil prices steady, OPEC cuts countered by slow progress in trade talks"
2019-02-11,"SINGAPORE, Feb 11 (Reuters) - Oil prices fell on Monday as drilling activity in the United States picked up and a refinery fire in the U.S. state of Illinois resulted in the shutdown of a large crude distillation unit. Concerns about faltering economic growth curbing fuel demand also weighed on oil markets, traders said. U.S. West Texas Intermediate (WTI) crude futures were at $52.17 per barrel at 0750 GMT, down 55 cents, or 1 percent, from their last settlement. International Brent crude oil futures were down 27 cents, or 0.4 percent, at $61.83 a barrel. In the United States, energy firms last week increased the number of oil rigs operating for the second time in three weeks, a weekly report by Baker Hughes said on Friday. Companies added seven oil rigs in the week to Feb. 8, bringing the total count to 854, pointing to a further rise in U.S. crude production, which already stands at a record 11.9 million bpd. <C-OUT-T-EIA> WTI prices were also weighed down by the closure of a 120,000-barrels-per-day (bpd) crude distillation unit (CDU) at Phillips 66's Wood River, Illinois, refinery following a fire on Sunday. Elsewhere, the head of Russian oil giant Rosneft, Igor Sechin, has written to the Russian President Vladimir Putin saying Moscow's deal with the Organization of the Petroleum Exporting Countries (OPEC) to withhold output is a strategic threat and plays into the hands of the United States. The so-called OPEC+ deal has been in place since 2017, aimed at reining in a global supply overhang. It has been extended several times and, under the latest deal, participants are cutting output by 1.2 million bpd until the end of June. OPEC and its allies will meet on April 17 and 18 in Vienna to review the pact. ""I don't think Russia will just ... pull out of the OPEC+ agreement ... but I wouldn't be surprised at all if the cuts by certain non-members of the cartel are wound down over the course of the year,"" said Matt Stanley, a broker with Starfuels in Dubai. Analysts said economic concerns were also weighing on crude oil futures. Vandana Hari of Vanda Insights said in a note that crude prices were dragged down ""as China returned from a week-long Lunar New Year holiday and regional stock markets plunged into the red amid resurgent concerns over the U.S.-China trade dispute"". Trade talks between the Washington and Beijing resume this week with a delegation of U.S. officials travelling to China for the next round of negotiations. The United States has threatened to increase tariffs already imposed on goods from China on March 1 if the trade talks do not produce an agreement. Preventing crude prices from falling further have been U.S. sanctions on Venezuela, targeting its state-owned oil firm Petroleos de Venezeula SA (PDVSA). ""The issues in Venezuela continue to support prices. Reports are emerging that PDVSA is scrambling to secure new markets for its crude, after the U.S. placed additional sanctions on the country,"" ANZ bank said on Monday. (Reporting by Henning Gloystein; Editing by Joseph Radford and Christian Schmollinger) ",https://www.cnbc.com//2019/02/11/reuters-america-update-4-oil-prices-fall-on-rising-u-s-rig-count-illinois-refinery-outage.html,"* U.S. rig count rises to 854 -Baker Hughes * U.S. Wood River refinery outage weighs on WTI * Rosneft pressures Putin to end supply cuts with OPEC * But U.S. sanctions against Venezuela support crude prices * U.S. oil drilling & production levels: https://tmsnrt.rs/2S87iVI (Adds comment, updates prices) ","UPDATE 4-Oil prices fall on rising U.S. rig count, Illinois refinery outage"
