publish_datetime,content,href,story_abstract,title
2019-01-03,"While gas prices have been falling, the cost of monthly car payments keeps climbing. During the third quarter of 2018, the average new car monthly payment accelerated to $530, with the average used car loan payment at $381. According to Experian Automotive data, both figures are at record highs. The average car loan is now just under $31,000. However, Experian says 20 percent of borrowers are taking out loans of $50,000 or more. ""If you`ve been out of the market for five or six years, then these numbers can be surprising,"" Melinda Zabritski, Experian's Director of Automotive Credit told CNBC's ""On the Money"" in a recent interview. ""And they`re certainly not going to go down."" The richer price tags haven't yet dissuaded consumers. Despite higher payments, larger vehicles including pickup trucks, SUVs and crossovers remain in high demand. Meanwhile, U.S. auto sales are on track to exceed 17 million vehicles for the fourth consecutive year.  ",https://www.cnbc.com//2019/01/03/car-payments-and-loans-jump-amid-surging-demand-for-cars-suvs.html,,"Car payments and loans jump amid surging demand for cars, SUVs"
2019-01-03,HEATING OIL FUTURES PARE GAINS IN POST-SETTLEMENT TRADE AFTER API DATA SHOW LARGER-THAN-EXPECTED BUILD IN U.S. DISTILLATE STOCKPILES ,https://www.cnbc.com//2019/01/03/reuters-america-heating-oil-futures-pare-gains-in-post-settlement-trade-after-api-data-show-larger-than-expected-build-in-u-s-distillate.html,,HEATING OIL FUTURES PARE GAINS IN POST-SETTLEMENT TRADE AFTER API DATA SHOW LARGER-THAN-EXPECTED BUILD IN U.S. DISTILLATE STOCKPILES
2019-01-03,"Oil and gas business activity in Texas and neighboring states plunged in the fourth quarter, according to the Dallas Federal Reserve. The survey from the Fed's 11th District also showed company sentiment turned negative for the first time in nearly two years and executives don't expect much of an oil price recovery in 2019. The insight is from the Dallas Fed's latest quarterly Energy Survey, which comes on the heels of a nearly 40 percent plunge in U.S. crude oil prices to about $45 a barrel in the final quarter of 2018. The oil market has been hammered by fears of growing oversupply and slowing economic growth that could weigh on fuel demand. One of the key findings in the survey shows that oil executives think U.S. crude prices will end 2019 at $59.97 on average. That would mark a fairly moderate recovery -- U.S. trade in crude ended Thursday at $47.09.   The Fed's 11th District includes Texas, northern Louisiana and southern New Mexico and is home to the nation's top shale oil region, the Permian Basin. Rising output from the Permian has helped push U.S. production to all-time highs above 11.5 million barrels a day, making the United States the world's biggest producer. The Dallas Fed survey's business activity index, a broad measure of conditions impacting the region's energy firms, plummeted from 43.3 points in the third quarter to 2.3 points in the fourth quarter. That means activity was largely unchanged following 10 straight quarters of increased activity. The biggest driver of declining activity came from oilfield services firms, the companies that provide equipment and technical expertise to oil producers. An index that measures utilization of equipment by oilfield services fell from 43 points to just 1.6 points in the fourth quarter. A reading below zero means activity in the sector is shrinking. Oil and gas production fared better, but the survey still shows weaker growth in those sectors. The oil production index dropped by 5.7 points, while the natural gas production index moved 10.7 points lower. Sentiment also plunged into negative territory for the first time since the first quarter of 2016, when oil prices hit 12½-year lows. The broad company outlook index dropped by 57 points to stand at -10.2. The plunge was worse among oilfield services firms, with company outlook down 64 points to -17.2. The survey also shows companies are feeling less certain about the future. An index of uncertainty jumped 34 points to 42.  ",https://www.cnbc.com//2019/01/03/oil-and-gas-business-activity-falls-outlook-negative-dallas-fed-survey.html,,"Oil and gas business activity plunges, outlook turns negative: Dallas Fed survey"
2019-01-03,"The oil market should prepare for a bullish surprise from OPEC in January, according to a former Saudi Aramco executive The 14-member oil producer group will likely deliver a deeper output cut in January than it promised last month, said Sadad al-Husseini, founder of Husseini Energy. Market analysts could see OPEC production fall by about 1 million barrels per day from October levels this month, Husseini said. Last month, OPEC agreed to take 800,000 bpd off the market. Pledges from 10 other producers aligned with OPEC, including Russia, brought total output cuts to 1.2 million bpd. ""It's working very well,"" Husseini told CNBC's ""Squawk on the Street"" on Thursday. ""There's already been a significant drop in OPEC production and it's continuing on target to come down to about 32 [million] and 100,000 barrels in January."" OPEC pumped just under 33 million bpd in October, the month that serves as the benchmark for production cuts. If Husseini's forecast is correct and OPEC pumps roughly 32.1 million bpd in January, it would equal a reduction of 876,000 bpd. But Husseini said it's possible that OPEC cuts more than 1 million bpd by the end of January, and the group could potentially throttle back output by nearly 1.2 million bpd, essentially doing the work of its allies for them. Husseini is former executive vice president of exploration and production operations at Saudi Arabia's state-owned oil company Aramco. Saudi Arabia is OPEC's top oil producer and the world's biggest crude exporter. There are already signs that OPEC will over deliver in January, the month its production deal begins. Saudi Oil Minister Khalid al-Falih said last month that Saudi Arabia will pump about 10.2 million bpd in January, down from nearly 11.1 million bpd in November, according to the kingdom's figures. ",https://www.cnbc.com//2019/01/03/opec-is-cutting-more-oil-than-it-planned-says-former-aramco-executive.html,,"OPEC is cutting more oil from the market than planned, says former Saudi Aramco executive"
2019-01-03,"EXECUTIVES EXPECT $60 PER BARREL U.S. CRUDE PRICE BY YEAR'S END, UP 30 PERCENT FROM CURRENT LEVEL - SURVEY ",https://www.cnbc.com//2019/01/03/reuters-america-executives-expect-60-per-barrel-u-s-crude-price-by-years-end-up-30-percent-from-current-level--survey.html,,"EXECUTIVES EXPECT $60 PER BARREL U.S. CRUDE PRICE BY YEAR'S END, UP 30 PERCENT FROM CURRENT LEVEL - SURVEY"
2019-01-03,"cuts@ NEW YORK, Jan 3 (Reuters) - Oil prices were near flat on Thursday in a session of volatile trade, pressured by concerns that slowing global economic growth could dent demand but drawing support from signs that Saudi Arabia is cutting crude output. Brent crude futures rose 24 cents to $55.15 a barrel by 11:24 a.m. EST (1624 GMT). U.S. West Texas Intermediate (WTI) crude futures fell 6 cents to $46.48 a barrel. Prices traded in a wide range, with Brent hitting a session high of $56.30 a barrel and a low of $53.93 a barrel. WTI posted a session high of $47.49 a barrel and a low of $45.35 a barrel. Crude futures mirrored volatility in other markets after tech giant Apple cut its sales forecast, citing a slowdown in China. The news rattled U.S. equity markets and weighed on oil prices, which have recently moved in tandem with Wall Street. Weaker-than-expected U.S. factory data added to worries about a slowing global economy. ""Oil is flip-flopping on concerns of supply and demand,"" said Phil Flynn, an analyst at Price Futures Group in Chicago. ""It's really a battle between the supply situation, which looks to be tightening, versus the possibility that demand will drop off."" Supporting futures were signs of reduced supply from OPEC members. OPEC oil supply fell in December by the largest amount in almost two years, a Reuters survey found, as top exporter Saudi Arabia made an early start to a supply-limiting accord while Iran and Libya posted involuntary declines. ""The feeling is that OPEC is delivering on cuts,"" SEB head of commodities Bjarne Schieldrop said. The Organization of the Petroleum Exporting Countries led by Saudi Arabia, alongside allied producers led by Russia, agreed last year to rein in supplies starting from January after oil prices tumbled from above $86 on worries about surging output. Investors have been concerned about rising supply from top producers, including the United States and Russia. Riyadh was expected to cut February prices for heavier crude grades sold to Asia due to weaker fuel oil margins while reducing prices for light grades to keep Saudi oil competitive against rising U.S. shale oil supplies, a Reuters survey showed on Thursday. Supply from Iraq, the second biggest producer in OPEC, has also climbed, with December exports at 3.73 million bpd versus 3.37 million bpd in November. (Additional reporting by Noah Browning in London Editing by Dale Hudson, Edmund Blair and David Gregorio) ",https://www.cnbc.com//2019/01/03/reuters-america-update-10-oil-near-flat-prices-swing-as-demand-worry-vies-with-opec-supply-cuts.html,"* Oil volatile as markets roiled by Apple warning, U.S. data * Saudi Arabia may cut Feb heavy crude prices to Asia * OPEC oil output posts biggest drop since 2017 on Saudi move * Coming up: API data on U.S. crude inventories (New throughout, updates prices and market activity) ",UPDATE 10-Oil near flat; prices swing as demand worry vies with OPEC supply cuts
2019-01-03,"NEW YORK, Jan 3 (Reuters) - Oil prices edged lower in choppy trade on Thursday, pressured by concerns about slowing global economic growth that could dent demand for crude but drawing support from signs of output cuts by Saudi Arabia. Brent crude futures fell 27 cents to $54.64 a barrel by 10:46 a.m. EST (1546 GMT). U.S. West Texas Intermediate (WTI) crude futures fell 60 cents to $45.94 a barrel, a 1.3 percent loss. Prices traded in a wide range, with Brent hitting a session high of $56.30 a barrel and a low of $53.93 a barrel. WTI posted a session high of $47.49 a barrel and a low of $45.35 a barrel. Crude futures mirrored volatility in other markets after tech giant Apple cut its sales forecast, citing a slowdown in China. The news rattled U.S. equity markets and weighed on oil prices, which have recently moved in tandem with Wall Street. Weaker-than-expected U.S. factory data added to worries about a slowing global economy. ""Oil is flip-flopping on concerns of supply and demand,"" said Phil Flynn, an analyst at Price Futures Group in Chicago. ""It's really a battle between the supply situation, which looks to be tightening, versus the possibility that demand will drop off."" Supporting futures were signs of reduced supply from OPEC members. OPEC oil supply fell in December by the largest amount in almost two years, a Reuters survey found, as top exporter Saudi Arabia made an early start to a supply-limiting accord while Iran and Libya posted involuntary declines. ""The feeling is that OPEC is delivering on cuts,"" SEB head of commodities Bjarne Schieldrop said. The Organization of the Petroleum Exporting Countries led by Saudi Arabia, alongside allied producers led by Russia, agreed last year to rein in supplies starting from January after oil prices tumbled from above $86 on worries about surging output. Investors have been concerned about rising supply from top producers, including the United States and Russia. Riyadh was expected to cut February prices for heavier crude grades sold to Asia due to weaker fuel oil margins while reducing prices for light grades to keep Saudi oil competitive against rising U.S. shale oil supplies, a Reuters survey showed on Thursday. Supply from Iraq, the second biggest producer in OPEC, has also climbed, with December exports at 3.73 million bpd versus 3.37 million bpd in November. (Additional reporting by Noah Browning in London Editing by Dale Hudson, Edmund Blair and David Gregorio) ",https://www.cnbc.com//2019/01/03/reuters-america-update-9-oil-dips-in-volatile-trade-saudi-output-cuts-limit-losses.html,"* Oil volatile as markets roiled by Apple warning, U.S. data * Saudi Arabia may cut Feb heavy crude prices to Asia * OPEC oil output posts biggest drop since 2017 on Saudi move * Coming up: API data on U.S. crude inventories (New throughout, updates prices, market activity and comments; new byline, changes dateline, previous LONDON) ",UPDATE 9-Oil dips in volatile trade; Saudi output cuts limit losses
2019-01-03,"LONDON, Jan 3 (Reuters) - Oil prices rebounded on Thursday after an early slide, helped by dollar weakness and signs of output cuts by the world's top crude exporter Saudi Arabia that eased concerns about a glut. International Brent crude futures were up 94 cents at $55.85 a barrel by 1340 GMT. U.S. West Texas Intermediate oil futures rose 65 cents to $47.19 a barrel. ""The feeling is that OPEC is delivering on cuts,"" SEB head of commodities Bjarne Schieldrop said, citing a Bloomberg survey showing Saudi Arabia had cut production significantly. The dollar added support as it slipped against a basket of currencies, making dollar-denominated oil cheaper for holders of other currencies. The Organization of the Petroleum Exporting Countries led by Saudi Arabia, alongside other producers led by Russia, agreed last year to rein in supplies starting from January after oil tumbled from above $86 on worries about surging output. In physical oil markets, Riyadh is expected to cut February prices for heavier crude grades sold to Asia by up to 50 cents a barrel due to weaker fuel oil margins, respondents to a Reuters survey said on Thursday. President Donald Trump took credit for driving down oil prices, saying the drop amounted to a tax cut for Americans. ""People see that gasoline is way down and the reason it's way down is because I called up some of the OPEC people,"" Trump told reporters. ""I made calls, I said you better let that oil, that gasoline flow, and they did."" Thursday's swing in the oil price, which fell as much as 2 percent in earlier trade, mirrored volatility in other markets after tech giant Apple cut its sales forecast, citing a slowdown in China. This has added to concerns about a slowing global economy, which weighs on prospects for oil demand. ""This is a continuation of the volatility afflicting commodities and oil with the last 24 hours marked by the release of various weak economic data points, particularly manufacturing PMIs, for major economies,"" consultancy JBC Energy said. More broadly, oil markets have been sliding with rising production from top producers, the United States and Russia. Supply from Iraq, the second biggest producer in OPEC, has also climbed, with December exports at 3.73 million bpd versus 3.37 million bpd in November. (Editing by Dale Hudson and Edmund Blair) ",https://www.cnbc.com//2019/01/03/reuters-america-update-8-oil-prices-rebound-helped-by-weak-dollar-saudi-supply-cuts.html,"* S.Arabia expected to cut Feb physical crude prices * Oil prices volatile as markets roiled by Apple warning * Fear and the global economy: https://tmsnrt.rs/2AtMMVh * Breakingviews 2019 predictions: https://tmsnrt.rs/2LRKHHm (Recasts with price rise, analyst comment) ","UPDATE 8-Oil prices rebound, helped by weak dollar, Saudi supply cuts"
2019-01-03,"LONDON, Jan 3 (Reuters) - Oil prices fell slightly on Thursday amid volatile currency and stock markets, coupled with concerns that an economic slowdown in 2019 will curb fuel demand just as crude supplies are surging. U.S. West Texas Intermediate crude oil futures dropped 35 cents to $46.19 a barrel by 0900 GMT. International Brent crude futures were down 7 cents at $54.84 a barrel. Markets were buffeted by a 4.4 percent slump in the U.S. dollar against the Japanese yen - which is regarded as a safe haven currency - and after tech giant Apple cut its sales forecast for the first time in nearly 12 years. ""We did not foresee the magnitude of the economic deceleration, particularly in Greater China,"" Apple chief executive Tim Cook said. The slowdown in China and turmoil in stock and currency markets appears to be making investors nervous, including in oil markets. ""This is a continuation of the volatility afflicting commodities and oil with the last 24 hours marked by the release of various weak economic data points, particularly manufacturing PMIs, for major economies,"" consultancy JBC Energy said. In physical oil markets, top exporter Saudi Arabia is expected to cut February prices for heavier crude grades sold to Asia by up to 50 cents a barrel due to weaker fuel oil margins, respondents to a Reuters survey said on Thursday. ""Fears of future economic and earnings growth continue to be the main driver in causing market jitters,"" Singapore-based brokerage Phillip Futures said. Oil markets are also under pressure from a surge in supply just as demand growth is expected to slow. U.S. crude production stood at a record 11.7 million barrels per day (bpd) in late 2018, making America the world's biggest oil producer. Speaking to reporters on Wednesday, President Donald Trump said U.S. pressure had kept production high among allies in the Organization of the Petroleum Exporting Countries. ""People see that gasoline is way down and the reason it's way down is because I called up some of the OPEC people,"" Trump said. ""I made calls, I said you better let that oil, that gasoline flow, and they did,"" Trump added. Others are not sitting idle, with Russian output reaching a record of more than 11 million bpd in 2018. Supply from Iraq, the second biggest producer in OPEC, is also up, with December exports at 3.73 million bpd versus 3.37 million bpd in November. (Editing by Dale Hudson/Mark Heinrich) ",https://www.cnbc.com//2019/01/03/reuters-america-update-7-oil-prices-decline-on-swelling-oversupply-volatile-markets.html,"* Oil supply surge is creating glut * S.Arabia expected to cut Feb physical crude prices * Apple cuts sales forecast on weakening China, dollar plunges * Fear and the global economy: https://tmsnrt.rs/2AtMMVh * Breakingviews 2019 predictions: https://tmsnrt.rs/2LRKHHm (Updates price, yen exchange rate) ","UPDATE 7-Oil prices decline on swelling oversupply, volatile markets"
2019-01-03,"SINGAPORE, Jan 3 (Reuters) - Oil prices fell by 1 to 2 percent on Thursday amid volatile currency and stock markets, and on concerns that an economic slowdown in 2019 will cut into fuel demand just as crude supplies are surging. U.S. West Texas Intermediate (WTI) crude oil futures dropped by 1.8 percent, or 82 cents, from their last settlement to $45.72 by 0739 GMT. International Brent crude futures were down 1 percent, or 53 cents, at $54.38 a barrel. China's Shanghai crude oil futures, launched only in March 2018, have since late last year established a slight but steady price premium over the Brent benchmark, last trading at 379.8 yuan ($55.24) per barrel. In physical oil markets, top exporter Saudi Arabia is expected to cut February prices for heavier crude grades sold to Asia by up to 50 cents a barrel due to weaker fuel oil margins, respondents to a Reuters survey said on Thursday. ""Fears of future economic and earnings growth continue to be the main driver in causing market jitters,"" said Singapore-based brokerage Phillip Futures said. Markets were roiled by a more than 3 percent slump of the U.S. dollar against the Japanese yen overnight, and after tech giant Apple cut its sales forecast. ""We did not foresee the magnitude of the economic deceleration, particularly in Greater China,"" Apple chief executive Tim Cook said. The slowdown in China and turmoil in stock and currency markets is making investors nervous, including in oil markets. Slowing economic growth would have a negative effect on oil prices as markets eye the potential for softer petroleum demand, Phillip Futures said. Jefferies Financial Group wrote in a note to clients and employees that the start of the year was a period of ""extreme disarray"" and that ""the future doesn't feel as certain and optimistic, and the path forward does not seem as clear."" Although the investment bank pointed out that especially the U.S. economy was ""still in a good place"", it added that the Sino-American ""trade war has become an impediment"" and that ""markets are extremely volatile and virtually impossible to anticipate or navigate."" Oil markets are also under pressure from a surge in supply just as demand growth is expected to slow amid the market turmoil. U.S. crude production stood at a record 11.7 million barrels per day (bpd) in late 2018, making America the world's biggest oil producer. Others are not sitting idle, with Russian output reaching a record of more than 11 million bpd in 2018. Supply from Iraq, the number two producer in the Organization of the Petroleum Exporting Countries (OPEC), is also up, with December exports at 3.73 million bpd, up from 3.37 million bpd in November. ($1 6.8751 Chinese yuan renminbi) (Reporting by Henning Gloystein; editing by Richard Pullin) ",https://www.cnbc.com//2019/01/03/reuters-america-update-5-oil-prices-drop-on-swelling-oversupply-volatile-markets.html,"* Oil supply surge is creating glut * Saudi Arabia expected to cut Feb physical crude prices * Apple cuts sales forecast on weakening China, dollar plunges * Fear and the global economy: https://tmsnrt.rs/2AtMMVh * Breakingviews 2019 predictions: https://tmsnrt.rs/2LRKHHm (Adds Shanghai crude prices, graphic) ","UPDATE 5-Oil prices drop on swelling oversupply, volatile markets"
