,author,content,description,publishedAt,source,title,url,urlToImage,relevancy
0,BBC News,,Bitcoin was born ten years ago. What has it brought the world?,2018-10-31T00:23:03Z,"{'id': None, 'name': 'Bbc.com'}",Bitcoin: The first ten years,https://www.bbc.com/news/av/business-45996420/bitcoin-the-first-ten-years,https://ichef.bbci.co.uk/news/1024/branded_news/4B54/production/_104048291_p06pz9mn.jpg,264
1,BBC News,,Bitcoin was born ten years ago. What has it brought the world?,2018-10-31T00:23:03Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Bitcoin: The first ten years,https://www.bbc.co.uk/news/av/business-45996420/bitcoin-the-first-ten-years,https://ichef.bbci.co.uk/news/1024/branded_news/4B54/production/_104048291_p06pz9mn.jpg,28
2,Duncan Riley,"Coinbase Inc., the first cryptocurrency exchange to become a unicorn is now multiple times bigger on paper again having raised $300 million in new funding on an $8 billion valuation. The Series E round was led by Tiger Global Management and included Y Combina… [+2857 chars]","Coinbase Inc., the first cryptocurrency exchange to become a unicorn is now multiple times bigger on paper again having raised $300 million in new funding on an $8 billion valuation. The Series E round was led by Tiger Global Management and included Y Combina…",2018-10-31T00:27:23Z,"{'id': None, 'name': 'Siliconangle.com'}",Coinbase raises $300M on an $8B valuation to fund its global expansion,https://siliconangle.com/2018/10/30/coinbase-raises-300m-8b-valuation-fund-global-expansion/,https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2018/06/coinbase1.jpg,266
3,Francisco Memoria,"Bitcoin Max, a Brazilian cryptocurrency exchange, has recently seen two banks in the country, Santander and Banco do Brasil, reopen its accounts following preliminary decisions made by Brazils Federal District Court. They reportedly reopened the exchanges acc… [+3034 chars]","Bitcoin Max, a Brazilian cryptocurrency exchange, has recently seen two banks in the country, Santander and Banco do Brasil, reopen its accounts following preliminary decisions made by Brazil’s Federal District Court. They reportedly reopened the exchange’s a…",2018-10-31T00:28:38Z,"{'id': 'crypto-coins-news', 'name': 'Crypto Coins News'}",Brazilian Bitcoin Exchange Wins Standoff as Bank Reopens Account to Avoid Fines,https://www.ccn.com/brazilian-bitcoin-exchange-wins-standoff-as-bank-reopens-account-to-avoid-fines/,https://www.ccn.com/wp-content/uploads/2018/10/brazil-bitcoin-exchange.jpg,38
4,Tyler Durden,"Authored by Ana Berman via CoinTelegraph.com, Venezuelas controversial state-owned cryptocurrency the Petro is now available for purchase for fiat and crypto, Venezuelan Economy Department announced on Twitter Monday, Oct. 29. image courtesy of CoinTelegraph … [+1723 chars]","Authored by Ana Berman via CoinTelegraph.com, Venezuela’s controversial state-owned cryptocurrency the Petro is now available for purchase for fiat and crypto, Venezuelan Economy Department announced on Twitter Monday, Oct. 29. image courtesy of CoinTelegraph…",2018-10-31T00:45:00Z,"{'id': None, 'name': 'Zerohedge.com'}","Venezuela Officially Launches Sale Of Controversial Petro Coin For Fiat, Crypto",https://www.zerohedge.com/news/2018-10-30/venezuela-officially-launches-sale-controversial-petro-coin-fiat-crypto,https://www.zerohedge.com/sites/default/files/styles/max_650x650/public/2018-10/740_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS9zdG9yYWdlL3VwbG9hZHMvdmlldy8zOWRiZmNmYzNlNWI4Yjg0ODE1MTg5ZTAzNzM3ODU2Ni5qcGc%3D.jpg?itok=Ut2UCjQq,214
5,George Nott,"In December last year ASX Limited, operator of the Australian Securities Exchange, confirmed it was replacing its decades-old Clearing House Electronic Subregister System (CHESS) with blockchain-inspired distributed ledger technology (DLT). The new system wil… [+6149 chars]",Implementing the blockchain-inspired system is not the end game. It is just the beginning says CIO.,2018-10-31T00:53:44Z,"{'id': None, 'name': 'Computerworld.com.au'}",ASX makes post CHESS blockchain move,https://www.computerworld.com.au/article/648979/asx-makes-post-chess-blockchain-move/,https://d321cxw853vaeo.cloudfront.net/article/images/800x800/event_registrations/speaker/dan_chesterman_mg_7899_1.jpg,270
6,Leigh Cuen,"Ledger, the hardware cryptocurrency wallet maker, plans to add support soon for more stablecoins, including expanding tether (USDT)'s usability across all its products and services, executives said. Currently, the company supports tether for its two handheld … [+3800 chars]","Benjamin Soong, Ledger's newly hired head of Asia-Pacific operations, says tether remains popular in the region despite the token's recent troubles.",2018-10-31T00:58:24Z,"{'id': None, 'name': 'Coindesk.com'}","Crypto Wallet Maker Ledger to Expand Support for Stablecoins, Including Tether",https://www.coindesk.com/hardware-wallet-crypto-ledger-asia-stablecoins-usdt/,https://media.coindesk.com/uploads/2017/10/ledger.jpg,108
7,David Common,"Over the past two weeks, Indian police have been bursting into suspected illegal call centres, arresting everyone in sight and seizing troves of equipment used to carry out phone fraud aimed at foreigners. Hundreds of Canadians are among the victims of the so… [+5742 chars]","Raids in India, in co-operation with RCMP, follow CBC Marketplace story on Indian call-centres contacting Canadians, claiming to be from CRA and demanding tax payments.",2018-10-31T01:00:00Z,"{'id': 'cbc-news', 'name': 'CBC News'}",Police raid Indian call-centres linked to 'CRA phone scam' that has victimized Canadians,https://www.cbc.ca/news/world/national-cra-india-rcmp-scam-1.4883796,https://i.cbc.ca/1.4076073.1492627567!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/cra-headquarters.jpg,111
8,Swarm,"Maker @MakerDAO NEW: There is a brand new CDP portal for single collateral #Dai ! Its now much more intuitive, taking the number of clicks to open a CDP from 8, down to 23! Christoph Burgdorf Christoph Burgdorfer I keep repeating me but quite frankly, what th… [+32123 chars]","Maker‏ @MakerDAO
NEW: There is a brand new CDP portal for single collateral #Dai! It’s now much more intuitive, taking the number of…",2018-10-31T01:04:52Z,"{'id': None, 'name': 'Medium.com'}",The DAO Daily 10/30/18,https://medium.com/@Swarm/the-dao-daily-10-30-18-13c033ffd3a8,https://cdn-images-1.medium.com/max/1200/1*eIDowhJ8z3-r_yt9LnvD4Q.png,150
9,newsfeeds@nzherald.co.nz,"Auckland-based cryptocurrency startup Vimba says it has landed a $330,000 grant from Crown agency Callaghan Innovation. ""This is a truly significant investment from Callaghan Innovation and a real show of faith in the future of this very exciting asset class,… [+2100 chars]","Auckland-based cryptocurrency startup Vimba says it has landed a $330,000 grant from Crown agency Callaghan Innovation.""This is a truly significant investment from Callaghan Innovation and a real show of faith in the future of this...",2018-10-31T01:05:47Z,"{'id': None, 'name': 'Nzherald.co.nz'}",Auckland bitcoin startup scores $330K govt grant,https://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=12152084,https://www.nzherald.co.nz/resizer/0pgU7cVz9OPyRamXAfkKsJxNDYk=/1200x0/smart/filters:quality(70)/arc-anglerfish-syd-prod-nzme.s3.amazonaws.com/public/VBFHSZSA6JGZ3LZ373AFALWJJA.jpg,151
10,RT,Researchers at the University of Hawaii calculated the electrical efficiency of the computers used in bitcoin mining as well as the emissions generated by producing electricity in those quantities and estimated that cryptocurrency-mining in 2017 emitted 69 mi… [+2019 chars],"Thanks to the massive amount of electricity needed to mine cryptocurrency, adopting bitcoin on a society-wide basis could raise global temperatures by two degrees Celsius in just 15 years, according to a new study. Read Full Article at RT.com",2018-10-31T01:10:48Z,"{'id': 'rt', 'name': 'RT'}","Cryptocurrency mining may kill Earth faster than coal mining, study finds",https://www.rt.com/usa/442692-crypto-mining-environment-threat/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,https://cdni.rt.com/files/2018.10/article/5bd8de32dda4c8273e8b459b.jpeg,44
11,"David Cottle, Analyst, David Cottle","Australian Dollar, CPI, Chin PMI, Talking Points: Australian inflation came in a little weaker than expected in the third quarter Its annualized deceleration was expected, but still psychologically significant Chinese manufacturing underwhelmed too, and is no… [+2962 chars]","The Australian Dollar was hit quite hard Wednesday by news that inflation had slipped below the RBA’s target band, while Chinese manufacturing clings to expansion by its fingernails",2018-10-31T01:12:00Z,"{'id': None, 'name': 'Dailyfx.com'}","Australian Dollar Gets Double Data Hit From CPI, China PMI",https://www.dailyfx.com/forex/market_alert/2018/10/31/Australian-Dollar-Gets-Double-Data-Hit-From-CPI-China-PMI.html,,197
12,Joseph Young,"Benedict Evans, a general partner at Andreessen Horowitz (A16Z), one of the most successful venture capital firms in the world, has said that crypto is quite similar to the internet in 1993. As with any other emerging technology or market, the cryptocurrency … [+3584 chars]","Benedict Evans, a general partner at Andreessen Horowitz (A16Z), one of the most successful venture capital firms in the world, has said that crypto is quite similar to the internet in 1993. As with any other emerging technology or market, the cryptocurrency …",2018-10-31T01:22:58Z,"{'id': 'crypto-coins-news', 'name': 'Crypto Coins News'}",Leading VC Investor: Dismissing Crypto is Like Dismissing Internet in 1993,https://www.ccn.com/leading-vc-investor-dismissing-crypto-is-like-dismissing-internet-in-1993/,https://www.ccn.com/wp-content/uploads/2018/10/old-computer-apple-macintosh-mac.jpg,106
13,https://www.facebook.com/Knowridge/,"Cyberattacks cost the world more than natural disasters US$3 trillion in 2015, a price that may climb to $6 trillion annually by 2021 if present trends continue. But most people and even most businesses dont have insurance to protect themselves against this r… [+5169 chars]","Cyberattacks cost the world more than natural disasters – US$3 trillion in 2015, a price that may climb to $6 trillion annually by 2021 if present trends continue. But most people – and even most businesses – don’t have insurance to protect themselves against…",2018-10-31T01:54:00Z,"{'id': None, 'name': 'Knowridge.com'}","As digital threats grow, will cyber insurance take off?",https://knowridge.com/2018/10/as-digital-threats-grow-will-cyber-insurance-take-off/,https://knowridge.com/wp-content/uploads/2018/10/As-digital-threats-grow-will-cyber-insurance-take-off.jpg,220
