,author,content,description,publishedAt,source,title,url,urlToImage,relevancy
0,Allen Scott,"Companies and exchanges are jumping on the stablecoin bandwagon but just how promising is this concept and doesn’t it go completely against everything Bitcoin stands for? Dollar-Pegged Money is Nothing New Disneylands first president, Jack Lindquist, introduc… [+5318 chars]","Companies and exchanges are jumping on the stablecoin bandwagon — but just how promising is this concept and doesn’t it go completely against everything Bitcoin stands for? Dollar-Pegged Money is Nothing New Disneyland’s first president, Jack Lindquist, intro…",2018-10-27T00:00:22Z,"{'id': None, 'name': 'Bitcoinist.com'}",Stablecoins Are The ‘Disney Dollars’ of Crypto,https://bitcoinist.com/stablecoins-crypto-fiatcoins/,https://bitcoinist.com/wp-content/uploads/2018/10/shutterstock_212034028-980x613.jpg,26
1,Darrell McKinsey,"Internet of Things (CURRENCY:XOT) traded down 0.3% against the US dollar during the 1-day period ending at 20:00 PM ET on October 26th. In the last seven days, Internet of Things has traded down 0.1% against the US dollar. One Internet of Things token can cur… [+2302 chars]","Fairfield Current Internet of Things (XOT) Hits Market Cap of $0.00 Fairfield Current Internet of Things (CURRENCY:XOT) traded down 0.3% against the US dollar during the 1-day period ending at 20:00 PM ET on October 26th. In the last seven days, Internet of T…",2018-10-27T00:17:04Z,"{'id': None, 'name': 'Fairfieldcurrent.com'}",Internet of Things (XOT) Hits Market Cap of $0.00 - Fairfield Current,https://www.fairfieldcurrent.com/2018/10/27/internet-of-things-xot-hits-market-cap-of-0-00.html,https://www.marketbeat.com/logos/cryptocurrencies/1631.png,27
2,https://www.facebook.com/DailyMail,"Tina Jones, 32, is said to have left instructions on a murder-for-hire site giving specific details about the fictitious affair involving the victim, Woodridge Detective Daniel Murray said in DuPage County court An Illinois nurse allegedly created a salacious… [+2487 chars]","Tina Jones, 32, is said to have left instructions on a murder-for-hire site giving specific details about the fictitious affair involving the victim, Woodridge Detective Daniel Murray said on Thursday.",2018-10-27T00:24:56Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}","Illinois nurse, 32, accused of paying $11k in bitcoin for ‘murder for hire’ of former lover's wife",https://www.dailymail.co.uk/news/article-6322553/Illinois-nurse-32-accused-paying-11k-bitcoin-murder-hire-former-lovers-wife.html,https://i.dailymail.co.uk/1s/2018/10/27/01/5463170-0-image-a-17_1540598733874.jpg,47
3,BeauHD,"""Anyone attempting to generate random numbers by deterministic means is, of course, living in a state of sin."" -- John Von Neumann","A Chinese court has ruled that despite the country's central bank's ban on cryptocurrency trading, bitcoin should be legally protected as a property with economic values. CoinDesk reports: The Shenzhen Court of International Arbitration published a case analy…",2018-10-27T00:45:00Z,"{'id': None, 'name': 'Slashdot.org'}",Chinese Court Rules Bitcoin Should Be Protected As Property,https://yro.slashdot.org/story/18/10/26/2327212/chinese-court-rules-bitcoin-should-be-protected-as-property,https://a.fsdn.com/sd/topics/bitcoin_64.png,0
4,P. H. Madore,"One of the oldest mantras in Bitcoin trading is: never leave your coins on the exchange. This wisdom is borne of the experience of Mt. Gox traders who lost many millions of dollars in Bitcoin over four years ago. Yet, better than never leaving your coins on a… [+2338 chars]","One of the oldest mantras in Bitcoin trading is: “never leave your coins on the exchange.” This wisdom is borne of the experience of Mt. Gox traders who lost many millions of dollars in Bitcoin over four years ago. Yet, better than never leaving your coins on…",2018-10-27T01:12:51Z,"{'id': 'crypto-coins-news', 'name': 'Crypto Coins News'}",Peer-to-Peer Bitcoin Exchange Hodl Hodl Implements Multisignature Contracts,https://www.ccn.com/peer-to-peer-bitcoin-exchange-hodl-hodl-implements-multisignature-contracts/,https://www.ccn.com/wp-content/uploads/2018/09/bitcoin-salary-hand-cryptocurrency-give-gift.jpg,9
5,Charlie Nash,"In an article for Bloomberg, Thursday, columnist Tim Culpan revealed that he had found a number of accounts impersonating him which he had only discovered after a friend sent the profiles to him. “Early Wednesday afternoon, Jon Russell of the technology news … [+3443 chars]","Twitter is failing to crack down on impersonators on the platform, some of which are scamming other users by pretending to be billionaire SpaceX and Tesla CEO Elon Musk, according to Bloomberg.",2018-10-27T01:16:26Z,"{'id': 'breitbart-news', 'name': 'Breitbart News'}",Twitter Failing to Crack Down on Impersonators and Scammers | Breitbart,https://www.breitbart.com/tech/2018/10/26/twitter-failing-to-crack-down-on-impersonators-and-scammers/,https://media.breitbart.com/media/2018/01/GettyImages-699574402.jpg,63
6,Georgi Georgiev,"The Supreme Court of India has formally set a deadline of two weeks for the government to officially clarify its position on cryptocurrencies. Urging for Clarity After having delayed its decision multiple times, the Supreme Court of India has urged the countr… [+1711 chars]","The Supreme Court of India has formally set a deadline of two weeks for the government to officially clarify its position on cryptocurrencies. Urging for Clarity After having delayed its decision multiple times, the Supreme Court of India has urged the countr…",2018-10-27T02:00:13Z,"{'id': None, 'name': 'Bitcoinist.com'}",Supreme Court of India Gives Two Week Deadline for Gov’t to Clarify Position on Crypto,https://bitcoinist.com/supreme-court-of-india-gives-two-week-deadline-for-govt-to-clarify-position-on-crypto/,https://bitcoinist.com/wp-content/uploads/2017/07/taj-mahal.jpg,28
7,"David Cottle, Analyst, David Cottle","Fundamen tal Forecast for AUD : Neutral Fundamental Australian Dollar Forecast: AUD/USD remains under severe fundamental pressure However, it has so far remained just above its recent, 2018 lows A strong inflation print could keep it there Find out what retai… [+3010 chars]","The Australian Dollar remains very short of fundamental support but, with AUD/USD close to 2018 lows again, may not be hammered any harder this week",2018-10-27T03:00:00Z,"{'id': None, 'name': 'Dailyfx.com'}",Australian Dollar Might Get Some Respite If Inflation Holds Up,https://www.dailyfx.com/forex/fundamental/forecast/weekly/aud/2018/10/26/Australian-Dollar-Might-Get-Some-Respite-If-Inflation-Holds-Up.html,,36
8,Rosalie Chan,"The third most powerful supercomputer in the world has been completed and unveiled: the Sierra. This supercomputer, which can do 125 quadrillion calculations in a second, will be used to create simulations that can test how safe and reliable nuclear weapons i… [+3680 chars]","The third most powerful supercomputer in the world has been completed and unveiled. the Sierra. This supercomputer, which can do 125 quadrillion calculations in a second, will be used to create simulations that can test how safe and reliable nuclear weapons i…",2018-10-27T03:30:00Z,"{'id': None, 'name': 'Businessinsider.com.au'}","The 3rd most powerful supercomputer in the world was turned on at a classified government lab in California — Here’s what the 7,000 square foot ‘mini city’ of processing power is like up close",https://www.businessinsider.com.au/lawrence-livermore-labs-turns-on-sierra-supercomputer-photos-2018-10,https://static.businessinsider.com/image/5bd382f071f7ce487a223313-640.jpg,50
9,Martin Young,"Another weekend of inactivity in crypto land; Dogecoin and Electroneum moving, Revain diving. More of the same is about the only thing that can be said about crypto markets as we enter the weekend. Another week with virtually no movement means that total mark… [+2049 chars]","FOMO Moments Another weekend of inactivity in crypto land; Dogecoin and Electroneum moving, Revain diving. More of the same is about the only thing that can be said about crypto markets as we enter the weekend. Another week with virtually no movement means th…",2018-10-27T04:00:39Z,"{'id': None, 'name': 'Newsbtc.com'}",Cryptocurrency Market Update: Dogecoin Making a Comeback,https://www.newsbtc.com/2018/10/27/cryptocurrency-market-update-dogecoin-making-a-comeback/,https://s3.amazonaws.com/main-newsbtc-images/2018/09/01102658/fomo2-doge.jpg,25
