,author,content,description,publishedAt,source,title,url,urlToImage,relevancy
0,Editorial Dept,"Oil’s bear market shifted into overdrive this week following the largest daily selloff in three years. Brent futures dropped to $65 while WTI hit $55. Both grades have sold off by about $21 since early October. In dissecting the decline, the usual culprits se… [+1224 chars]","Oil’s bear market shifted into overdrive this week following the largest daily selloff in three years. Brent futures dropped to $65 while WTI hit $55. Both grades have sold off by about $21 since early October. In dissecting the decline, the usual culprits se…",2018-11-17T00:00:00Z,"{'id': None, 'name': 'Oilprice.com'}",Fool The Saudis Twice? Don’t Bet On It,https://oilprice.com/Energy/Energy-General/Fool-The-Saudis-Twice-Dont-Bet-On-It.html,https://d32r1sh890xpii.cloudfront.net/article/718x300/9a3a640ab7d96cd7b734e6a935196fc9.jpg,38
1,Editorial Dept,"A normal person’s November is mostly associated with Thanksgiving, preparation for Christmas and New Year, perhaps enjoying the last days of Indian summer for those lucky enough to live in warmer places. A Canadian oilman’s November is a month brimming with d… [+1201 chars]","A normal person’s November is mostly associated with Thanksgiving, preparation for Christmas and New Year, perhaps enjoying the last days of Indian summer for those lucky enough to live in warmer places. A Canadian oilman’s November is a month brimming with d…",2018-11-17T00:00:00Z,"{'id': None, 'name': 'Oilprice.com'}",Will Canada Cap Its Oil Production?,https://oilprice.com/Energy/Energy-General/Will-Canada-Cap-Its-Oil-Production.html,https://d32r1sh890xpii.cloudfront.net/article/718x300/0901fef4d05a1d51cd1256d45070da0c.jpg,30
2,Editorial Dept,"Crude has continued its downward slide, edging lower for the sixth consecutive week amid solidifying concerns about a potentially oversupplied market. On Tuesday prices plunged by 5 dollars, the worst day for crude trading in the past three years. Prices have… [+1162 chars]","Crude has continued its downward slide, edging lower for the sixth consecutive week amid solidifying concerns about a potentially oversupplied market. On Tuesday prices plunged by 5 dollars, the worst day for crude trading in the past three years. Prices have…",2018-11-17T00:00:00Z,"{'id': None, 'name': 'Oilprice.com'}",Halting The Oil Price Collapse,https://oilprice.com/Energy/Energy-General/Halting-The-Oil-Price-Collapse.html,https://d32r1sh890xpii.cloudfront.net/article/718x300/1dbfd9f80255e591267343bcff58384e.jpg,26
3,communities@mercola.com (Dr. Joseph Mercola),"Castor oil a yellow-tinted, translucent vegetable oil is derived from the seeds of the castor bean plant. It is an unsaturated omega-9 fat with a reputation for having a distinctively unpleasant taste. You may be old enough to remember being forced to drink c… [+13755 chars]","Castor oil — a yellow-tinted, translucent vegetable oil — is derived from the seeds of the castor bean plant. It is an unsaturated omega-9 fat with a reputation for having a distinctively unpleasant taste. You may be old enough to remember being forced to dri…",2018-11-17T00:00:00Z,"{'id': None, 'name': 'Mercola.com'}",What Can Castor Oil Do for You?,https://articles.mercola.com/sites/articles/archive/2018/11/17/castor-oil-healtlh-benefits.aspx,https://media.mercola.com/ImageServer/Public/2018/November/FB/11-17-castor-oil-healtlh-benefits-2-fb.jpg,17
4,SA Energy Recap,"Welcome to the latest edition of the Energy Recap. Here are this week's ""quick hits"" from the energy sector - i.e., brief bits of recent news, along with some suggestions for further reading on each topic. Let us know what you think in the comments section be… [+3196 chars]","Every Friday, Seeking Alpha provides a roundup of insightful opinion and analysis articles in the energy sector. In this edition, we highlight articles on some",2018-11-17T00:03:00Z,"{'id': None, 'name': 'Seekingalpha.com'}","Energy Recap: Quick Hits - Energy News For The Week Ended Nov. 16, 2018",https://seekingalpha.com/article/4222966-energy-recap-quick-hits-energy-news-week-ended-nov-16-2018,https://static.seekingalpha.com/uploads/2018/11/16/saupload_rig_count_november_16_2018.png,5
5,newsfeedback@fool.com (Matthew DiLallo),"Get your watchlists ready -- we've got a few midstream companies you might just want to consider. In this week's episode of Industry Focus: Energy, analysts Nick Sciple and Matt DiLallo give you a quick scoop on some of the most exciting players in pipelines … [+29997 chars]","These midstream players are setting themselves up to refine oil into cash, then transport that cash to investors.",2018-11-17T00:08:00Z,"{'id': None, 'name': 'Fool.com'}",Pipeline Picks for the Long-Term Investor,https://www.fool.com/investing/2018/11/16/pipeline-picks-for-the-long-term-investor.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F502216%2F20181115_if_energy_thumb.jpg&h=630&w=1200&op=resize,2
6,Carl Swenlin,"A lot of people are seeing a reverse head and shoulders pattern developing, and it is really not hard to spot. From Friday's close, it will take a rally of a little less than 3% for price to reach the neckline. Add another 4.5% and new, all-time highs will be… [+7814 chars]","A lot of people are seeing a reverse head and shoulders pattern developing, and it is really not hard to spot. From Friday's close, it will take a rally of a little less than 3% for price to reach the neckline. Add another 4.5% and new, all-time highs will be…",2018-11-17T00:21:37Z,"{'id': None, 'name': 'Stockcharts.com'}",DP Weekly Wrap: Does SPY Have Bullish Reverse H&S? Gold Sentiment Is Looking Contrarian,http://stockcharts.com/articles/decisionpoint/2018/11/dp-weekly-wrap-does-spy-have-bullish-reverse-hs-gold-sentiment-is-looking-contrarian.html,http://d.stockcharts.com/img/articles/2018/11/1542405187750657761705.png,43
7,newsfeedback@fool.com (Motley Fool Transcribing),"Image source: The Motley Fool. Frontline ( NYSE:FRO ) Q3 2018 Earnings Conference Call Nov. 16, 2018 9:00 a.m. ET Contents: Prepared Remarks Questions and Answers Call Participants Prepared Remarks: Operator Good day and welcome to the Q3 2018 Frontline Limit… [+37353 chars]","FRO earnings call for the period ending September 30, 2018.",2018-11-17T00:43:20Z,"{'id': None, 'name': 'Fool.com'}",Frontline (FRO) Q3 2018 Earnings Conference Call Transcript,https://www.fool.com/earnings/call-transcripts/2018/11/16/frontline-fro-q3-2018-earnings-conference-call-tra.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F502231%2Ffeatured-transcript-logo.png&h=630&w=1200&op=resize,0
8,KATC and wire report,Attorneys pressed a company executive Friday during a pre-trial hearing in a court case to determine whether the company building the Bayou Bridge Pipeline project in the Atchafalaya Basin trespassed on private property without completing the necessary proces… [+3382 chars],Attorneys pressed a company executive Friday during a pre-trial hearing in a court case to determine whether the company building the Bayou Bridge Pipeline project in the Atchafalaya Basin trespassed on private property without completing the necessary proces…,2018-11-17T00:45:00Z,"{'id': None, 'name': 'Theadvocate.com'}",Attorneys press company executive on disputed land ownership for Bayou Bridge Pipeline,https://www.theadvocate.com/acadiana/news/business/article_85593b22-e9f9-11e8-8eea-973e47b0f356.html,https://bloximages.newyork1.vip.townnews.com/theadvocate.com/content/tncms/custom/image/3b5bdcd8-0337-11e6-a70f-1f5ba3d7d228.jpg,53
9,,"NEW YORK (AP) — Stocks that moved substantially or traded heavily Friday: Nvidia Corp., down $37.96 to $164.43 The chipmaker said it had a large number of unsold chips because of a big drop in mining of cryptocurrencies. Nordstrom Inc., down $8.06 to $50.93 T… [+908 chars]","NEW YORK (AP) — Stocks that moved substantially or traded heavily Friday: Nvidia Corp., down $37.96 to $164.43 The chipmaker said it had a large number of unsold chips because of a big drop in mining of cryptocurrencies. Nordstrom Inc., down $8.06 to $50.93 T…",2018-11-17T00:50:57Z,"{'id': None, 'name': 'Seattlepi.com'}","Nvidia, Nordstrom fall; PG&E, Sprint rise",https://www.seattlepi.com/business/article/Nvidia-Nordstrom-fall-PG-E-Sprint-rise-13399633.php,https://www.seattlepi.com/img/pages/article/opengraph_default.png,45
