,author,content,description,publishedAt,source,title,url,urlToImage,relevancy
0,Elie Dolgin,"Jonathan Page has been around cannabis all his life. Growing up on Canadas Vancouver Island in the 1970s, he was surrounded by hippie beachcombers and dope smokers. So after earning a PhD in plant biology and phytochemistry, he felt completely at ease working… [+16105 chars]",Opportunities abound to improve the cultivation of a once-forbidden plant.,2018-10-17T00:00:00Z,"{'id': None, 'name': 'Nature.com'}",What legal weed in Canada means for science,https://www.nature.com/articles/d41586-018-07037-1,https://media.nature.com/lw1024/magazine-assets/d41586-018-07037-1/d41586-018-07037-1_16202114.jpg,155
1,Bloomberg,"Serene Cheong and Alfred Cang Wednesday, October 17, 2018 (Bloomberg) -- Major OPEC producer Iraq would like to know how and where its oil will be used, as demand rises for Middle East cargoes to replace shipments from fellow group member Iran. Iraq’s state-r… [+2614 chars]",Major OPEC producer Iraq would like to know how and where its oil will be used.,2018-10-17T00:00:00Z,"{'id': None, 'name': 'Rigzone.com'}",Iraq Wants to Know How Buyers Use Its Oil,https://www.rigzone.com/news/wire/iraq_wants_to_know_how_buyers_use_its_oil-17-oct-2018-157228-article/,https://images.rigzone.com/images/news/articles/157228_582x327.png,71
2,Elie Dolgin,"Jonathan Page has been around cannabis all his life. Growing up on Canadas Vancouver Island in the 1970s, he was surrounded by hippie beachcombers and dope smokers. So after earning a PhD in plant biology and phytochemistry, he felt completely at ease working… [+16105 chars]",Opportunities abound to improve the cultivation of a once-forbidden plant.,2018-10-17T00:00:00Z,"{'id': None, 'name': 'Nature.com'}",What legal weed in Canada means for science,https://www.nature.com/articles/d41586-018-07037-1?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-018-07037-1/d41586-018-07037-1_16202114.jpg,152
3,Andreas Exarheas,"Rigzone Staff Wednesday, October 17, 2018 Verisk Maplecroft’s near term view of Saudi Arabia’s oil and gas industry is “cautiously optimistic,” according to Torbjorn Soltvedt, Verisk’s principal analyst for the Middle East and North Africa. “This owes a lot t… [+3101 chars]",Analysts from Verisk Maplecroft and EY comment on the near-term future of Saudi Arabia's oil and gas sector.,2018-10-17T00:00:00Z,"{'id': None, 'name': 'Rigzone.com'}",Near Term Future of Saudi Oil Sector Examined,https://www.rigzone.com/news/near_term_future_of_saudi_oil_sector_examined-17-oct-2018-157222-article/?all=hg2,https://images.rigzone.com/images/news/articles/157222_582x327.png,228
4,Bloomberg,"Wednesday, October 17, 2018 (Bloomberg) -- Oil held gains after an industry report showed an unexpected drop in American crude stockpiles, while traders continued to assess simmering tensions between the U.S. and Saudi Arabia over a missing journalist. Future… [+3269 chars]",Oil held gains after an industry report showed an unexpected drop in American crude stockpiles.,2018-10-17T00:00:00Z,"{'id': None, 'name': 'Rigzone.com'}",Oil Steady as Data Shows Drop in Inventories,https://www.rigzone.com/news/wire/oil_steady_as_data_shows_drop_in_inventories-17-oct-2018-157224-article/,https://images.rigzone.com/images/news/articles/157224_582x327.png,170
5,Matthew V. Veazey,"Rigzone Staff Wednesday, October 17, 2018 The West Texas Intermedia (WTI) crude oil price for November delivery fell by 3 percent Wednesday, losing $2.17 to settle at $69.75 a barrel. The benchmark peaked at $72.43 and bottomed out at $69.43. The dip in the W… [+1981 chars]",The midweek dip in the WTI following a US government report showing a higher-than-expected rise in crude stocks.,2018-10-17T00:00:00Z,"{'id': None, 'name': 'Rigzone.com'}",WTI Falls Below $70,https://www.rigzone.com/news/wti_falls_below_70-17-oct-2018-157235-article/,https://images.rigzone.com/images/news/articles/157235_582x327.png,278
6,Valerie Jones,"Rigzone Staff Wednesday, October 17, 2018 Tallgrass Energy and Silver Creek Midstream are expanding their joint venture in the Powder River Basin (PRB). The JV was formed by Tallgrass and Silver Creek in February to develop the Iron Horse Pipeline, an 80-mile… [+2754 chars]",Midstream companies Tallgrass Energy and Silver Creek Midstream are expanding their joint venture in Wyoming's Powder River Basin.,2018-10-17T00:00:00Z,"{'id': None, 'name': 'Rigzone.com'}",Tallgrass and Silver Creek Grow Powder Basin JV,https://www.rigzone.com/news/tallgrass_and_silver_creek_grow_powder_basin_jv-17-oct-2018-157234-article/,https://images.rigzone.com/images/news/articles/157234_582x327.png,86
7,Bloomberg,"Kevin Orland Wednesday, October 17, 2018 (Bloomberg) -- MEG Energy Corp. rejected a C$3.05 billion ($2.34 billion) hostile takeover offer from Husky Energy Inc. and announced a plan to seek other buyers, kicking off a bidding war for its prized Canadian oil-s… [+1796 chars]",MEG Energy Corp. rejected a $2.34B hostile takeover offer from Husky Energy Inc. and announced a plan to seek other buyers.,2018-10-17T00:00:00Z,"{'id': None, 'name': 'Rigzone.com'}",MEG Starts Bidding War After Rejecting $2.34B Husky Offer,https://www.rigzone.com/news/wire/meg_starts_bidding_war_after_rejecting_234b_husky_offer-17-oct-2018-157236-article/,https://images.rigzone.com/images/rz-facebook.jpg,92
8,"Associated Press, By Associated Press","NEW YORK — After an early slide, U.S. stocks clawed back much of the ground they lost and ended slightly lower Wednesday. Banks climbed but retailers, homebuilders and smaller companies fell. Stocks slumped in morning trading as homebuilders and retailers too… [+5327 chars]","NEW YORK — After an early slide, U.S. stocks clawed back much of the ground they lost and ended slightly lower Wednesday. Banks climbed but retailers, homebuilders and smaller companies fell. Stocks slumped in morning trading as homebuilders and retailers too…",2018-10-17T00:00:00Z,"{'id': None, 'name': 'Bostonherald.com'}",Stocks erase most of early losses after huge gain; IBM sinks,http://www.bostonherald.com/business/business_markets/2018/10/stocks_erase_most_of_early_losses_after_huge_gain_ibm_sinks,http://www.bostonherald.com/sites/default/files/styles/full/public/media/ap/2018/10/17/9ddc8af7661d4fe69345bd3e32f18471.jpg?itok=Wc2bz0G0,133
9,AMANDA SEITZ and WILL WEISSERT,"Democratic Rep. Beto O'Rourke abandoned his optimistic tone and attacked Republican U.S. Senator Ted Cruz as ""Lyin"" Ted in their second debate before the election, borrowing a nickname first used by President Donald Trump. It was one of the challenger's last … [+5313 chars]","Democratic Rep. Beto O'Rourke abandoned his optimistic tone and attacked Republican U.S. Senator Ted Cruz as ""Lyin"" Ted in their second debate before the election, borrowing a nickname first used by President Donald Trump.",2018-10-17T00:05:00Z,"{'id': None, 'name': 'Startribune.com'}","AP FACT CHECK: Cruz, O'Rourke claims cite taxes, immigration",http://www.startribune.com/ap-fact-check-cruz-o-rourke-claims-cite-taxes-immigration/497765981/,http://assets.startribune.com/static/img/branding/logos/strib-social-card.png?d=1539630205,316
10,MATTHEW LEE,"WASHINGTON President Donald Trump put a big and risky bet on Saudi Arabia and its 33-year-old crown prince. It's now become much riskier. From the early days of his presidency, Trump and his foreign policy team embraced the kingdom and Mohammed bin Salman as … [+5949 chars]",President Donald Trump put a big and risky bet on Saudi Arabia and its 33-year-old crown prince. It's now become much riskier.,2018-10-17T00:05:00Z,"{'id': None, 'name': 'Startribune.com'}",Analysis: Trump's Saudi bet has become much riskier,http://www.startribune.com/analysis-trump-s-saudi-bet-has-become-much-riskier/497765961/,http://assets.startribune.com/static/img/branding/logos/strib-social-card.png?d=1539630205,319
