,author,content,description,publishedAt,source,title,url,urlToImage,relevancy
0,,"FREDERICK, Md., Oct. 23, 2018 /PRNewswire-PRWeb/ -- Inroads Technology Inc., headquartered in Frederick Maryland, introduces a new multichannel business platform that revolutionizes how small to mid-size businesses (SMBs) manage and compete online, delivered … [+2453 chars]","FREDERICK, Md., Oct. 23, 2018 /PRNewswire-PRWeb/ -- Inroads Technology Inc., headquartered in Frederick Maryland, introduces a new multichannel business platform that revolutionizes how small to mid-size businesses (SMBs) manage and compete online, delivered …",2018-10-24T00:00:23Z,"{'id': None, 'name': 'Sys-con.com'}","Inroads Technology, Inc. Announces the Release of AxiumPro Platform",http://news.sys-con.com/node/4335884,,196
1,Allen Scott,"More than a year later after Bitcoin UASF, Blockstream CEO and inventor of Bitcoin’s proof-of-work technology, Adam Back, recalled the event as an emphatic victory for users. Who Was in Charge of UASF? Remember UASF? The movement to get users to run full-node… [+3422 chars]","More than a year later after Bitcoin UASF, Blockstream CEO and inventor of Bitcoin’s proof-of-work technology, Adam Back, recalled the event as ‘an emphatic’ victory’ for users. Who Was in Charge of UASF? Remember UASF? The movement to get users to run full-n…",2018-10-24T00:00:57Z,"{'id': None, 'name': 'Bitcoinist.com'}","Bitcoin UASF Showed Users Are In Control via ‘Market Forces,’ Says HashCash Inventor",https://bitcoinist.com/bitcoin-uasf-victory-users-adam-back/,https://bitcoinist.com/wp-content/uploads/2018/10/shutterstock_432332698.jpg,80
2,,"A true end to end business solution for SMBs FREDERICK, Md. (PRWEB) October 23, 2018 -- Inroads Technology Inc., headquartered in Frederick Maryland, introduces a new multichannel business platform that revolutionizes how small to mid-size businesses (SMBs) m… [+2384 chars]",A true end to end business solution for SMBs,2018-10-24T00:10:05Z,"{'id': None, 'name': 'Richmond.com'}",BC-TECHNOLOGY,https://www.richmond.com/news/ap/bc-technology/article_5f14fd34-db36-5162-8c0e-278fc40cd253.html,https://bloximages.newyork1.vip.townnews.com/richmond.com/content/tncms/custom/image/d3d347f2-efa0-11e6-b02b-d30e16810f0d.jpg?_dc=1486738470,174
3,Joseph Young,"Taiwanese consumer electronics giant HTC has officially launched its first blockchain phone, which will be sold exclusively in crypto. Called Exodus 1, the blockchain mobile phone of HTC is available to consumers at a fixed price of 0.15 Bitcoin (ETC) and 4.7… [+2933 chars]","Taiwanese consumer electronics giant HTC has officially launched its first blockchain phone, which will be sold exclusively in crypto. Called Exodus 1, the blockchain mobile phone of HTC is available to consumers at a fixed price of 0.15 Bitcoin (ETC) and 4.7…",2018-10-24T00:16:38Z,"{'id': 'crypto-coins-news', 'name': 'Crypto Coins News'}",Why HTC is Only Accepting Bitcoin and Ethereum for its First Blockchain Phone,https://www.ccn.com/why-htc-is-only-accepting-bitcoin-and-ethereum-for-its-first-blockchain-phone/,https://www.ccn.com/wp-content/uploads/2018/10/htc-exodus-screencap.jpg,31
4,"David K. Williams, Contributor, David K. Williams, Contributor https://www.forbes.com/sites/davidkwilliams/","In July, I talked about how easy it can be to add cryptocurrency to your business with the help of&amp;nbsp; NASGO, a company helping businesses, sports influencers, musicians and many others to tokenize their businesses with features for point of sale, close… [+6923 chars]",There is more to digital currency than simply investments or methods of pay.,2018-10-24T00:25:00Z,"{'id': None, 'name': 'Forbes.com'}",Are You Ready To Support Cryptocurrency? Here's What You Need To Know,https://www.forbes.com/sites/davidkwilliams/2018/10/23/are-you-ready-to-support-cryptocurrency-heres-what-you-need-to-know/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fblogs-images.forbes.com%2Fdavidkwilliams%2Ffiles%2F2018%2F10%2FCorey-Blaser-cropped-300x181.jpg,59
5,,,"Harish BV, from Tumakuru and co-founder of Unocoin Technologies, Rajajinagar, operated the kiosk at Kemp Fort Mall on Old Airport Road. The kiosk facilitated cryptocurrency deals.",2018-10-24T01:02:38Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}","India's first bitcoin ATM seized, co-founder held",https://timesofindia.indiatimes.com/business/india-business/bengaluru-first-bitcoin-atm-seized/articleshow/66340399.cms,"https://static.toiimg.com/thumb/msid-66340389,width-1070,height-580,imgsize-126108,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",116
6,Duncan Riley,Bitcoin and blockchain startup Circle Internet Financial Inc. has had a big boost for its burgeoning USD Coin with cryptocurrency exchange Coinbase Inc. the latest to support it. The USDC stablecoin was announced by Circle in May alongside a round of funding … [+3003 chars],Bitcoin and blockchain startup Circle Internet Financial Inc. has had a big boost for its burgeoning USD Coin with cryptocurrency exchange Coinbase Inc. the latest to support it. The USDC stablecoin was announced by Circle in May alongside a round of funding …,2018-10-24T01:05:13Z,"{'id': None, 'name': 'Siliconangle.com'}","In a big boost for Circle, Coinbase to offer USD Coin support to customers",https://siliconangle.com/2018/10/23/big-boost-circle-coinbase-offer-usd-coin-support-customers/,https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2018/10/circlecoinbase.png,188
7,Nick Whigham,ITS the technology that everyone seems to think can change the world but precisely how the purported blockchain revolution will manifest itself remains unclear. The distributed ledger technology known as blockchain shot to prominence last year during the fren… [+2464 chars],"NEWS.com.au Standardisation needed to unlock potential of crypto tech, Government says NEWS.com.au IT'S the technology that everyone seems to think can change the world but precisely how the purported blockchain revolution will manifest itself remains unclear…",2018-10-24T01:14:08Z,"{'id': 'news-com-au', 'name': 'News.com.au'}","Standardisation needed to unlock potential of crypto tech, Government says - NEWS.com.au",https://www.news.com.au/technology/innovation/inventions/standardisation-needed-to-unlock-potential-of-crypto-tech-government-says/news-story/1c980376f1f5d365241246cce060624f,https://cdn.newsapi.com.au/image/v1/d21de3f7ef6f9c121619a83e623e69ba?width=650,49
8,,"BENGALURU: A 37-year-old man was arrested here on Tuesday for running Indias first bitcoin ATM kiosk, which police called illegal as it had been set up without approvals. Harish BV, from Tumakuru and co-founder of Unocoin Technologies, Rajajinagar, operated t… [+1953 chars]","BENGALURU: A 37-year-old man was arrested here on Tuesday for running India’s first bitcoin ATM kiosk, which police called illegal as it had been set .",2018-10-24T01:30:46Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}","B'luru: 1st bitcoin ATM seized, co-founder held",https://timesofindia.indiatimes.com/city/bengaluru/1st-bitcoin-atm-in-bengaluru-seized-co-founder-held/articleshow/66340493.cms,"https://static.toiimg.com/thumb/msid-66340492,width-1070,height-580,imgsize-1377074,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",144
9,malterwitty,"Ultimate comparison between DuckDuckGo and Google is here listing all the reasons why you should switch from Google Search to DuckDuckGo. If you like to protect yourself on the web and want to support my channel, sign up for NordVPN at https://nordvpn.org/the… [+2372 chars]",Ultimate comparison between DuckDuckGo and Google is here listing all the reasons why you should switch from Google Search to DuckDuckGo. If you like to prot...,2018-10-24T01:43:36Z,"{'id': None, 'name': 'Youtube.com'}","Google vs DuckDuckGo | Search engine manipulation, censorship and why you should switch",https://www.youtube.com/watch?v=SrsCEbi5N7Y,https://i.ytimg.com/vi/SrsCEbi5N7Y/maxresdefault.jpg,130
10,Dalmas Ngetich,"The accumulation in altcoins is bullish and shows the strength of underlying buy pressure. Therefore, with every decline in TRX, Litecoin, EOS and Stellar, savvy traders should find opportunity to buy with stops below immediate support. Lets have a look at th… [+4121 chars]","The accumulation in altcoins is bullish and shows the strength of underlying buy pressure. Therefore, with every decline in TRX, Litecoin, EOS and Stellar, savvy traders should find opportunity to buy with stops below immediate support. Let’s have a look at t…",2018-10-24T02:00:41Z,"{'id': None, 'name': 'Newsbtc.com'}","IOTA Price Analysis: EOS, Litecoin, Lumens Open for Buyers",https://www.newsbtc.com/2018/10/24/iota-price-analysis-eos-litecoin-lumens-opportunity-bulls/,https://s3.amazonaws.com/main-newsbtc-images/2018/05/02061817/fintech.jpg,148
11,,"Will Blockchain Change the World? There has been a lot of hype around “blockchain” these past few months. After attending sessions, discussing it with others, and researching how it is being used, it is apparent that there is a need to clear the air on this e… [+9043 chars]","There has been a lot of hype around “blockchain” these past few months.  After attending sessions, discussing it with others, and researching how it is being used, it is apparent that there is a need to clear the air on this emerging topic. Blockchain has bee…",2018-10-24T02:08:00Z,"{'id': None, 'name': 'Optiv.com'}",Will Blockchain Change the World?,https://www.optiv.com/blog/will-blockchain-change-the-world,https://optivstorage.blob.core.windows.net/web/image/22ac475199da4606ad3dcc20193a609a/o_Blockchain-Blog-Post-1200x627_opt9.jpg,145
12,Bangkok Post Public Company Limited,'DJ Sun' Wararat Kraesae (right) has been accused of killing kittens during internet livestream sessions. Kitten photos submitted as evidence were censored by police. (Bangkok Post file photo) The dead body of a kitten at the centre of a pet cruelty case invo… [+2596 chars],"The dead body of a kitten at the centre of a pet cruelty case involving a female DJ must be handed over to the authorities urgently or a necropsy might not be possible, causing a crucial piece of potential evidence to be lost, the chief of the Livestock Depar…",2018-10-24T02:09:00Z,"{'id': None, 'name': 'Bangkokpost.com'}",Dead kitten 'needs necropsy now',https://www.bangkokpost.com/learning/advanced/1563650/dead-kitten-needs-necropsy-now,https://www.bangkokpost.com/media/content/20181024/c1_1563650_620x413.jpg,191
13,AFP &,"Bitcoin has carved out a name for itself as the world's most popular cryptocurrency since arriving on the scene ten years ago. However, the workings of the premier digital cash system remain something of a mystery to the general public. What is bitcoin? Bitco… [+2087 chars]","The Hindu The coin that revolutionised digital currency The Hindu Bitcoin has carved out a name for itself as the world's most popular cryptocurrency since arriving on the scene ten years ago. However, the workings of the premier digital cash system remain so…",2018-10-24T02:11:28Z,"{'id': 'the-hindu', 'name': 'The Hindu'}",The coin that revolutionised digital currency - The Hindu,https://www.thehindu.com/todays-paper/tp-in-school/the-coin-that-revolutionised-digital-currency/article25304449.ece,https://www.thehindu.com/todays-paper/tp-in-school/97wnp1/article25304448.ece/ALTERNATES/LANDSCAPE_615/24isbs-bitcoinGRS4S9BI43jpgjpg,22
14,Dalmas Ngetich,"Traders should mark Oct 22 as a turning point for Bitcoin. Thanks to CFTC giving the ICE the permission to launch Bitcoin Futures and the rumors of SEC approval of Van Eck Bitcoin ETF approval, investors are vibrant. Because of this, its likely that Bitcoin s… [+3026 chars]","Traders should mark Oct 22 as a turning point for Bitcoin. Thanks to CFTC giving the ICE the permission to launch Bitcoin Futures and the rumors of SEC approval of Van Eck Bitcoin ETF approval, investors are vibrant. Because of this, it’s likely that Bitcoin …",2018-10-24T02:15:08Z,"{'id': None, 'name': 'Newsbtc.com'}","Bitcoin Price Analysis: Time to Grab some Bitcoin at any Price, First Targets $8,500",https://www.newsbtc.com/2018/10/24/bitcoin-price-analysis-5/,https://s3.amazonaws.com/main-newsbtc-images/2018/07/09093612/techanalysis-fomo.jpg,52
