,author,content,description,publishedAt,source,title,url,urlToImage,relevancy
0,,"OCT Corp., headquartered in Yokohama, Japan, Yukari Harada, CEO, reports that as of October 8, 2018 there will be a new listing for OCTCoin on Mercatox, a cryptocurrency exchange based in England. In addition to this humbly submitted report, OCT Corp. would l… [+2112 chars]","OCT Corp., headquartered in Yokohama, Japan, Yukari Harada, CEO, reports that as of October 8, 2018 there will be a new listing for OCTCoin on Mercatox, a cryptocurrency exchange based in England. In addition to this humbly submitted report, OCT Corp. would l…",2018-10-01T00:00:02Z,"{'id': None, 'name': 'Sys-con.com'}","Notification: OCTCoin, from OCT Corp., to Be Listed",http://news.sys-con.com/node/4324481,,178
1,,"OCT Corp., headquartered in Yokohama, Japan, Yukari Harada, CEO, reports that as of October 8, 2018 there will be a new listing for OCTCoin on Mercatox, a cryptocurrency exchange based in England. In addition to this humbly submitted report, OCT Corp. would l… [+2112 chars]","OCT Corp., headquartered in Yokohama, Japan, Yukari Harada, CEO, reports that as of October 8, 2018 there will be a new listing for OCTCoin on Mercatox, a cryptocurrency exchange based in England. In addition to this humbly submitted report, OCT Corp. would l…",2018-10-01T00:00:02Z,"{'id': None, 'name': 'Sys-con.com'}","Notification: OCTCoin, from OCT Corp., to Be Listed",http://businesswire.sys-con.com/node/4324481,,174
2,Katie Richards,"Year-to-year, week-to-week, even day-to-day technology can change. For CMOs and other brand executives, staying on top of emerging technologies and understanding new business paradigms is essential for growth and survival. At the inaugural Brandweek gathering… [+3854 chars]","Year-to-year, week-to-week, even day-to-day technology can change. For CMOs and other brand executives, staying on top of emerging technologies and understanding new business paradigms is essential for growth and survival. At the inaugural Brandweek gathering…",2018-10-01T00:00:51Z,"{'id': None, 'name': 'Adweek.com'}",Top Marketers Explain How Emerging Tech Will Transform Their Industries,http://www.adweek.com/brand-marketing/top-marketers-explain-how-emerging-tech-will-transform-their-industries/,https://static.adweek.com/adweek.com-prod/wp-content/uploads/2018/09/emerging-tech-ai-CONTENT-2018-600x315.jpg,116
3,Cali Haan,"Port of San Diego CEO Randa Coniglio announced this week that Port of San Diego computer systems suffered a “serious” ransomware attack on September 25th, with hackers demanding a ransom of Bitcoin to unlock affected systems. “The Port of San Diego has experi… [+1584 chars]","Port of San Diego CEO Randa Coniglio announced this week that Port of San Diego computer systems suffered a ""serious"" ransomware attack on September 25th, with hackers demanding a ransom of Bitcoin to unlock affected systems. ""The Port of San Diego has experi…",2018-10-01T00:15:00Z,"{'id': None, 'name': 'Crowdfundinsider.com'}","Permalink to Port of San Diego Hit by “Serious” Ransomware Attack, Bitcoin Demanded",https://www.crowdfundinsider.com/2018/09/139607-port-of-san-diego-hit-by-serious-ransomware-attack-bitcoin-demanded/,https://cdn.crowdfundinsider.com/wp-content/uploads/2018/01/Bitcoin-with-Reflection.jpg,107
4,Marguerite Reardon,"California Gov. Jerry Brown has signed into law the strictest set of net neutrality protections ever seen in the US. Up against a midnight deadline, Brown, a Democrat, signed a bill Sunday that makes the Obama-era net neutrality protections state law. The new… [+2251 chars]",It's official. California has adopted net neutrality protections that surpass the Obama-era rules thrown out by the Trump administration last year.,2018-10-01T00:27:22Z,"{'id': None, 'name': 'Cnet.com'}",California's 'gold standard' net neutrality becomes law,https://www.cnet.com/news/californias-gold-standard-net-neutrality-becomes-law/,https://cnet2.cbsistatic.com/img/JYYL1hit6jMfCUikU01b2pOYaT0=/724x407/2015/03/24/c9378b87-42a4-49e5-ab90-184b357c4ba3/net-neutrality-2458resize.jpg,175
5,Jake Sylvestre,"Note: This is part 2 in a multi-part interview series with Caitlin Long, a 22-year Wall Street veteran who formerly led Morgan Stanley’s Pension Solutions Group. Long, an ardent blockchain advocate, has been critical of Wall Street’s corrupt banking practices… [+16853 chars]","Note: This is part 2 in a multi-part interview series with Caitlin Long, a 22-year Wall Street veteran who formerly led Morgan Stanley’s Pension Solutions Group. Long, an ardent blockchain advocate, has been critical of Wall Street’s corrupt banking practices…",2018-10-01T00:40:00Z,"{'id': 'crypto-coins-news', 'name': 'Crypto Coins News'}",Interview: Caitlin Long on Cryptocurrency Regulation and Why Wyoming is the Next ‘Crypto Valley’,https://www.ccn.com/interview-caitlin-long-on-cryptocurrency-regulation-and-why-wyoming-is-the-next-crypto-valley/,https://www.ccn.com/wp-content/uploads/2018/08/ccn-podcast-interview-microphone-radio.jpg,52
6,Aashish Sharma,"We live in a logical world that has rested its faith in algorithms and technology. Blockchain technology was the knight in the shining armor during the tough times. Rightfully so, because decentralization and partnerships with the liberty to raise red flags a… [+4219 chars]",We live in a logical world that has rested its faith in algorithms and technology. Blockchain technology was the knight in the shining…,2018-10-01T00:41:01Z,"{'id': None, 'name': 'Hackernoon.com'}",Why BlockChain Is The Future Of Cryptocurrency,https://hackernoon.com/why-blockchain-is-the-future-of-cryptocurrency-2ef484bcf53c,https://cdn-images-1.medium.com/max/1200/1*Z4yGrc3ByFgtSfAVFXH7Dw.jpeg,101
7,,"Cyber security sleuths are scrambling to protect sensitive data and fix more than a 100 government websites that have been hacked in recent weeks across states for secret and unauthorised crypto currency mining, Mail Today has learnt. The challenges for cyber… [+5093 chars]","At least one website run by the Indian government was hacked every alternate day in 2016, the Union Home Ministry told Parliament last year.",2018-10-01T00:49:00Z,"{'id': None, 'name': 'Indiatoday.in'}",1 government website hacked every second day. Here is why they are minefield for Bitcoins,https://www.indiatoday.in/mail-today/story/every-day-1-government-website-hacked-bitcoins-crypto-currency-1353097-2018-10-01,https://akm-img-a-in.tosshub.com/indiatoday/images/story/201810/bitcoin-647x363.png?g.BTSZCv2Wh2sm10AlAAyLN.AamxGwab,148
8,Oscar Williams-Grut,"A 'stablecoin' is a cryptocurrency that's price is pegged to a real-world asset like gold or the dollar. Here's a guide to what they're used for, how they work, and why people are excited about them. The latest innovation in the fast-moving world of cryptocur… [+7978 chars]","A 'stablecoin' is a cryptocurrency that's price is pegged to a real-world asset like gold or the dollar. Here's a guide to what they're used for, how they work, and why people are excited about them. More »",2018-10-01T01:00:32Z,"{'id': None, 'name': 'Lifehacker.com.au'}",(Forget Bitcoin) Why Stablecoins Are The Most Exciting Thing In Crypto,https://www.lifehacker.com.au/2018/10/forget-bitcoin-why-stablecoins-are-the-most-exciting-thing-in-crypto/,https://edge.alluremedia.com.au/uploads/businessinsider/2017/12/Winklevoss-twins.jpg,22
9,Andrew Blake,"Ransomware has infected computers used by the Port of San Diego, disrupting operations at the southern California shipping hub and attracting the attention of federal authorities. The FBI and Department of Homeland Security are investigating a “serious cybers… [+3101 chars]","Ransomware has infected computers used by the Port of San Diego, disrupting operations at the southern California shipping hub and attracting the attention of federal authorities. The FBI and Department of Homeland Security are investigating a “serious cybers…",2018-10-01T01:05:00Z,"{'id': 'the-washington-times', 'name': 'The Washington Times'}",Port of San Diego says ransomware responsible for ‘serious cybersecurity incident’,https://www.washingtontimes.com/news/2018/sep/28/port-of-san-diego-says-ransomware-responsible-for-/,https://twt-thumbs.washtimes.com/media/image/2013/12/26/taming-online-commentsjpeg-0d3b9_s2048x1462.jpg?68cd4097038f9d6a11527d3639a9e8fbe5710f61,125
