,author,content,description,publishedAt,source,title,url,urlToImage,relevancy
0,Bloomberg,"Ilya Arkhipov Wednesday, November 21, 2018 (Bloomberg) -- Russian President Vladimir Putin may meet with Saudi Crown Prince Mohammad bin Salman at the Group of 20 summit next week and discuss issues including the oil market, the Kremlin said. The talks will c… [+2364 chars]","Russian President Vladimir Putin may meet with Saudi Crown Prince Mohammad bin Salman at the Group of 20 summit next week and discuss issues including the oil market, the Kremlin says.",2018-11-21T00:00:00Z,"{'id': None, 'name': 'Rigzone.com'}",Putin May Talk Oil with Saudi Crown Prince at G20,https://www.rigzone.com/news/wire/putin_may_talk_oil_with_saudi_crown_prince_at_g20-21-nov-2018-157536-article/,https://images.rigzone.com/images/news/articles/157536_582x327.png,145
1,Bloomberg,"Kevin Orland Wednesday, November 21, 2018 (Bloomberg) -- While the U.S. oil industry has hit a speed bump with the recent $20 drop in oil prices in New York, producers in Canada are in a full-blown crisis. Heavy Canadian crude has been on a downward spiral si… [+4427 chars]","While the U.S. oil industry has hit a speed bump with the recent drop in oil prices, producers in Canada are in a full-blown crisis.",2018-11-21T00:00:00Z,"{'id': None, 'name': 'Rigzone.com'}",Canadian Oil Patch Plunged into Crisis,https://www.rigzone.com/news/wire/canadian_oil_patch_plunged_into_crisis-21-nov-2018-157534-article/?all=hg2,https://images.rigzone.com/images/news/articles/157534_582x327.png,263
2,"Jim Puzzanghera, By Jim Puzzanghera","WASHINGTON — There may not be an alert on your iPhone yet, but it looks as if the years-long stock market party might just be over. A recent plunge in share prices of U.S. technology giants spread like a software virus through the entire market Tuesday, trigg… [+6767 chars]","WASHINGTON — There may not be an alert on your iPhone yet, but it looks as if the years-long stock market party might just be over. A recent plunge in share prices of U.S. technology giants spread like a software virus through the entire market Tuesday, trigg…",2018-11-21T00:00:00Z,"{'id': None, 'name': 'Bostonherald.com'}",Tech-driven stock market plunge raises worries long rally is finally over,http://www.bostonherald.com/business/business_markets/2018/11/tech_driven_stock_market_plunge_raises_worries_long_rally_is,http://www.bostonherald.com/sites/default/files/styles/full/public/media/2018/11/21/AP18324741451465.jpg?itok=61uPwdRj,300
3,Andreas Exarheas,"Rigzone Staff Wednesday, November 21, 2018 The price of Brent crude oil will recover towards the end of the year to average over $74 per barrel in 2018. That’s the core view of Fitch Solutions Macro Research, according to a recent report from the company, whi… [+2034 chars]",Fitch Solutions Macro Research's core view is that the price of Brent crude oil will recover towards the end of the year to average over $74 per barrel in 2018.,2018-11-21T00:00:00Z,"{'id': None, 'name': 'Rigzone.com'}",Brent Will Recover Towards Year-End,https://www.rigzone.com/news/brent_will_recover_towards_yearend-21-nov-2018-157533-article/,https://images.rigzone.com/images/news/articles/157533_582x327.png,254
4,Nick Cunningham,"Oil prices collapsed on Tuesday for the second time in a week. During midday trading, WTI fell below $55 per barrel and Brent dropped below $65 per barrel. Both benchmarks are off more than $20 per barrel from their October highs. “Oil prices are under pressu… [+3952 chars]","Oil prices collapsed on Tuesday for the second time in a week. During midday trading, WTI fell below $55 per barrel and Brent dropped below $65 per barrel. Both benchmarks are off more than $20 per barrel from their October highs. “Oil prices are under pressu…",2018-11-21T00:00:00Z,"{'id': None, 'name': 'Oilprice.com'}",Oil Prices Tank As Supply Glut Fears Return,https://oilprice.com/Energy/Energy-General/Oil-Prices-Tank-As-Supply-Glut-Fears-Return.html,https://d32r1sh890xpii.cloudfront.net/article/718x300/820f30ef2b38cb114311b7f708022202.jpg,315
5,Eustance Huang,"In the oil markets, crude prices nosedived by nearly 7 percent on Tuesday after seeing four days of gains. U.S. West Texas Intermediate settled Tuesday's session lower by $3.77, or 6.6 percent, at $53.43. The contract fell as low as $52.77 on Tuesday, its wea… [+776 chars]","The Dow Jones Industrial Average plunged more than 500 points on Wall Street overnight, erasing its gains for 2018.",2018-11-21T00:00:00Z,"{'id': 'cnbc', 'name': 'CNBC'}",Australian stocks fall on the back of overnight plunge on Wall Street,https://www.cnbc.com/2018/11/21/asia-markets-market-selloff-oil-prices-currencies-in-focus.html,https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2018/11/02/105547435-1541114325127gettyimages-1055654292.1910x1000.jpeg,323
6,Bloomberg,"Wednesday, November 21, 2018 (Bloomberg) -- The map lays out OPEC’s nightmare in graphic form. An infestation of dots, thousands of them, represent oil wells in the Permian basin of West Texas and a slice of New Mexico. In less than a decade, U.S. companies h… [+3656 chars]","OPEC's bad dream only deepens next year, when Permian producers expect to iron out distribution snags that will add three pipelines and as much as 2 million barrels of oil a day.",2018-11-21T00:00:00Z,"{'id': None, 'name': 'Rigzone.com'}",OPEC's Worst Nightmare: Permian Ups Production,https://www.rigzone.com/news/wire/opecs_worst_nightmare_permian_ups_production-21-nov-2018-157540-article/?all=hg2,https://images.rigzone.com/images/news/articles/157540_582x327.png,169
7,BY STEVE HARDY | shardy@theadvocate.com,"Sen. Bill Cassidy is proposing the nation rent out storage space in the Strategic Petroleum Reserve, which includes facilities in Louisiana. If the tanks are empty, lets put them to use.... The Strategic Petroleum Reserve is crucial for our national security … [+3908 chars]","Sen. Bill Cassidy is proposing the nation rent out storage space in the Strategic Petroleum Reserve, which includes facilities in Louisiana.",2018-11-21T00:00:00Z,"{'id': None, 'name': 'Theadvocate.com'}",Louisiana Sen. Bill Cassidy proposes renting out space for crude oil in Louisiana caverns,https://www.theadvocate.com/baton_rouge/news/environment/article_2d1d4b7e-e85a-11e8-a9c3-2fa7729895ae.html,https://bloximages.newyork1.vip.townnews.com/theadvocate.com/content/tncms/assets/v3/editorial/7/c5/7c5bfa3c-f657-11e7-8fc9-a3c2ec47385f/5a56973c72988.image.jpg?resize=947%2C630,404
8,Tsvetana Paraskova,"Oil prices are off 25 percent from their four-year highs reached in early October, after the massive sell-off that began later that month which dragged crude oil squarely into bear market territory in November, completely wiping out this year’s gains. On Tues… [+3759 chars]","Oil prices are off 25 percent from their four-year highs reached in early October, after the massive sell-off that began later that month which dragged crude oil squarely into bear market territory in November, completely wiping out this year’s gains. On Tues…",2018-11-21T00:00:00Z,"{'id': None, 'name': 'Oilprice.com'}",Is There Any Hope Left For Oil Bulls?,https://oilprice.com/Energy/Oil-Prices/Is-There-Any-Hope-Left-For-Oil-Bulls.html,https://d32r1sh890xpii.cloudfront.net/article/718x300/c717861134a7412659bde3c4cae1b1a4.jpg,274
9,"Boston Herald, By Boston Herald","As we head into the holidays it is no secret that our wallets take a beating. According to a 2017 National Retail Federation survey, Americans spend an average of $795.97 from Thanksgiving through Christmas. That is compared to $186.39 on Mother’s Day and $86… [+944 chars]","As we head into the holidays it is no secret that our wallets take a beating. According to a 2017 National Retail Federation survey, Americans spend an average of $795.97 from Thanksgiving through Christmas. That is compared to $186.39 on Mother’s Day and $86…",2018-11-21T00:00:00Z,"{'id': None, 'name': 'Bostonherald.com'}",Editorial: Gas prices,http://www.bostonherald.com/opinion/editorials/2018/11/editorial_gas_prices,http://www.bostonherald.com/sites/default/files/styles/full/public/media/ap/2018/04/30/b230d2d532fe4c95a20b8d3f5001fe47.jpg?itok=K-imH7Lf,152
10,Reuters,"India's crude oil imports in October rose to their highest level in at least more than seven years, data from the Petroleum Planning and Analysis Cell (PPAC) of the oil ministry showed on Tuesday. Crude imports in October climbed 10.5 per cent from a year ear… [+992 chars]",Imports rose as many refiners resumed purchases after maintenance of units,2018-11-21T00:01:00Z,"{'id': None, 'name': 'Business-standard.com'}","India's crude oil import jumps 10.5% in Oct, hits highest level in 7 years",https://www.business-standard.com/article/economy-policy/india-s-crude-oil-import-jumps-10-5-in-oct-hits-highest-level-in-7-years-118112100074_1.html,https://bsmedia.business-standard.com/_media/bs/img/article/2018-06/29/full/1530223006-5864.jpg,154
