publish_datetime,content,href,publish_timestr,summarize,title
2018-08-29,"* Nasdaq, S&P 500 at record highs with tech names in the lead * Markets hope for U.S.-Canada trade deal * Turkey’s lira hits a two-week low; oil spikes on Iran news (New throughout, updates prices, market activity and comment to reflect afternoon U.S. trading) By Trevor Hunnicutt NEW YORK, Aug 29 (Reuters) - A major global stock index jumped to 5-1/2-month highs on Wednesday as optimism on the potential for U.S. trade deals cleared the path for technology stocks to resume their leadership mantle. Talks to renew the North American Free Trade Agreement (NAFTA) hinge on Canada after Monday’s deal between the other parties to that pact, the United States and Mexico. MSCI’s world equity index, which tracks shares in 47 countries, gained 0.39 percent as the S&P 500 and the Nasdaq U.S. stock indexes hit all-time highs. The Dow Jones Industrial Average rose 87.04 points, or 0.33 percent, to 26,151.06, the S&P 500 gained 16.96 points, or 0.59 percent, to 2,914.48 and the Nasdaq Composite added 69.34 points, or 0.86 percent, to 8,099.38. Aberdeen Standard Investments head of global strategy Andrew Milligan said investor optimism was tinged with caution. He noted there it was hard to predict U.S. trade negotiations which could make markets choppy. “It is an erratic rally,” he said. “We need a bit more fuel to the fire.” U.S. President Donald Trump threatened to proceed with Mexico alone and levy tariffs on Canada if it did not come on board with revised trade terms. But a trade deal without Canada might not win approval from the U.S. Congress. “The final decisions are unlikely until 2019 at the earliest,” Goldman Sachs analysts wrote in a note to clients. Still, familiar leaders from this long bull market run resumed their leadership role, with Amazon.com Inc, Apple Inc and Microsoft Corp among those lifting Wall Street indexes higher. The dollar, which has been a safe haven from trade concerns, turned negative after early gains. An index of the U.S. currency against several trading partners fell 0.12 percent. The Mexican peso gained 0.44 percent versus the greenback, while the Canadian dollar rose 0.05 percent. Elsewhere in the global trade conflict, a deadline for public comment on Trump’s increased tariffs on $200 billion of Chinese goods was less than a week away on Sept. 5. The White House has said it wants to settle NAFTA before negotiating with China. “There’s a big debate taking place among investors: is Trump hoping to reach agreement with all the big players to demonstrate what a successful negotiator he is, or is he trying to make sure he’s got agreement with NAFTA and the EU and therefore can turn all the firepower on to China?” said Milligan. Emerging market stocks rose 0.10 percent, but remained under pressure from weakening currencies. An index of those countries’ currencies fell 0.29 percent in dollar terms. Turkey’s lira extended losses, down 2.08 percent against the dollar, a two-week low, as concern grew about the effects of the country’s currency crisis, and Finance Minister Berat Albayrak was quoted as saying he did not see a risk to the economy. Dollar-denominated Turkish bank bonds also fell after Moody’s sounded the alarm over the sector. Oil prices rose about 1 percent, supported by a drawdown in U.S. crude and gasoline stockpiles and news of falling Iranian crude shipments as U.S. sanctions deterred buyers. U.S. crude rose 1.31 percent to $69.43 per barrel and Brent was last at $77.03, up 1.42 percent on the day. Reporting by Trevor Hunnicutt; Additional reporting by Wayne
Cole and Helen Reid; Editing by David Gregorio",https://uk.reuters.com/article/global-markets/global-markets-world-stock-index-at-5-1-2-month-high-as-tech-rallies-trade-fears-wane-idUKL2N1VK0TF,29 Aug 2018,"* Nasdaq, S&P 500 at record highs with tech names in the
lead","GLOBAL MARKETS-World stock index at 5-1/2-month high as tech rallies, trade fears wane"
2018-08-29,"DAKAR, Aug 29 (Thomson Reuters Foundation) - Nigeria is on the verge of a boom in mini power grids that could stimulate rural economies and bring jobs to frustrated youth thinking of leaving, researchers said on Wednesday. Less than half of all Nigerians and only about a third of those living in rural areas have access to electricity, according to the United States Agency for International Development. Minigrids - stand-alone power systems that often use solar power and can generate electricity for 5,000 to 10,000 people - are starting to take off in Nigeria and could change that, the Rocky Mountain Institute said in a report this week. “These minigrids could drive a significant economic change in rural Nigeria,” said Sachi Graber, an associate with the U.S.-based non-profit and co-author of the report. More than 80 percent of Nigerian business owners cite electrification problems as their main challenge, said the study, produced with the Nigerian Economic Summit Group, a think tank. Minigrids give rural businesses a cheaper, more reliable alternative to the diesel generators people use now to power everything from sawmills to barbershops, said James Sherwood, co-author of the report. Change is already evident in parts of Nigeria where they have been installed, he said. “As soon as the minigrid shows up, you see people moving in from other areas and the economy grows,” he told the Thomson Reuters Foundation. Poverty has driven thousands of Nigerians to try to migrate to Europe in recent years, and many have died on the journey through the Sahara desert and across the Mediterranean. The fact that electricity access is a big driver of migration within countries means it could influence international migration too, said Leo Roberts, a specialist in renewable energy at the Overseas Development Institute. “People tend to move from places with lower levels of access to electricity, which tend to be rural areas, to urban areas where there is a higher level of access,” he said. “So one of the things you see (with minigrids) is that people are more likely to stay where they are.” After Tanzania, Nigeria is the African country that is farthest along in developing minigrids because the government has taken an active interest, Roberts said. But challenges remain, primarily the lack of financing and nervousness of investors to put money in new markets, he added. Reporting by Nellie Peyton, Editing by Claire Cozens. Please
credit Thomson Reuters Foundation, the charitable arm of Thomson
Reuters, that covers humanitarian news, women's rights,
trafficking, property rights, and climate change. Visit
www.trust.org",https://uk.reuters.com/article/nigeria-energy/mini-power-grids-bring-promise-of-jobs-to-rural-nigerians-report-idUKL8N1VK40Y,29 Aug 2018,"DAKAR, Aug 29 (Thomson Reuters Foundation) - Nigeria is on
the verge of a boom in mini power grids that could stimulate
rural economies and bring jobs to frustrated youth thinking of
leaving, researchers said on Wednesday.",Mini power grids bring promise of jobs to rural Nigerians - report
2018-08-29,"(Reuters) - Activist hedge fund Taconic Capital Advisors said on Wednesday that it would sell a 3.55 percent stake in Iraq-based oil producer Gulf Keystone Petroleum Ltd (GKP.L).                   Taconic Capital, a multi-strategy hedge fund which was founded in 1999, said it would explore the opportunity to sell 8.13 million shares in the Iraqi Kurdistan-focussed oil firm. Pareto Securities would act as sole bookrunner for the sale, Taconic Capital said in a statement. Reporting by Noor Zainab Hussain in Bengaluru. Editing by Jane Merriman",https://uk.reuters.com/article/gulf-keystone-stake-taconic-capital/activist-hedge-fund-taconic-capital-to-sell-stake-in-gulf-keystone-idUKL8N1VK5GO,29 Aug 2018,"Activist hedge fund Taconic Capital
Advisors said on Wednesday that it would sell a 3.55 percent
stake in Iraq-based oil producer Gulf Keystone Petroleum Ltd
.",Activist hedge fund Taconic Capital to sell stake in Gulf Keystone
2018-08-29,"SARAJEVO (Reuters) - Bosnia’s central government adopted a long-term energy strategy on Wednesday after years of political wrangling between its two regions, paving the way for major funding from the European Union and other investors.  “With this act, we completed the adoption of a package of four most important strategies for economic reforms,” said Bosnia’s Prime Minister Denis Zvizdic.  “We stopped a negative trend that meant we could not apply for energy projects and lost hundreds of millions of euros of investments and grants,” Zvizdic told a news conference. Bosnia, which aspires to join the EU, has long struggled to adopt strategies for transportation, agriculture, the environment and energy, which are requirements of receiving funding for these sectors from the wealthy bloc. The country’s two autonomous regions, the Serb Republic and the Federation dominated by Muslim Bosniaks and Croats, failed to harmonise their regional sectoral strategies with the one proposed by the central government. “This document opens the prospect of development of the energy sector, competition, and unlocks the EU pre-accession funds and grants from the Western Balkans Investment Fund,” said Foreign Trade Minister Mirko Sarovic. He said the framework strategy for 2018-2035, drafted under EU sponsorship and designed to secure electricity supply and a transition to green energy, anticipated an investment of about 9 billion Bosnian marka (4.19 billion pounds).  But Bosnia still needs to change its regulations to meet terms set by the European Energy Community, Sarovic added. Unlike its Balkan neighbours, which rely on imports to meet much of their energy demand, Bosnia is able to export power thanks partly to its hydro power capacity, which provides 40 percent of its electricity. The rest of its power comes from coal-fired plants. Separately, the Serb Republic and Serbia agreed on Wednesday to jointly build two hydro power plants with a total capacity of 95 megawatts on the Drina river that runs along the border between Bosnia and Serbia, to help diversify their energy mix. The Prime Minister of the Serb Republic Zeljka Cvijanovic said after a joint session of the two governments in the southeastern Bosnian town of Trebinje that the hydro power plants Foca and Paunci were expected to cost about 181.07 million pounds.  Reporting by Daria Sito-Sucic; Editing by Kirsten Donovan",https://uk.reuters.com/article/bosnia-energy-strategy/bosnia-adopts-long-term-energy-strategy-key-to-unlocking-eu-funds-idUKL8N1VK4YR,29 Aug 2018,"Bosnia's central government
adopted a long-term energy strategy on Wednesday after years of
political wrangling between its two regions, paving the way for
major funding from the European Union and other investors.",Bosnia adopts long-term energy strategy key to unlocking EU funds
2018-08-29,"STAVANGER, Norway (Reuters) - Norway’s Equinor is focusing its green efforts on offshore wind, a goal it is already on its way to achieve, but some investors are concerned about the impact this shift will have on the company’s bottom line. European oil and gas companies are diversifying their portfolio to include less-emitting sources of energy as a result of the Paris 2015 agreement, which outlines a shift from fossil fuels this century.  Equinor, formerly Statoil, is betting on offshore wind, leveraging its expertise in operating offshore platforms and its ability to scale up small projects into industrial ones. Last year Equinor opened the first floating offshore wind farm, off Scotland. And on Tuesday it said it was planning to use floating wind turbines to power offshore oil installations, in a world first. “I think the floating concept is very fascinating. We have a leading position there right now,” Equinor CEO Eldar Saetre told Reuters.   Equinor also plans to build three large, bottom-fixed wind projects off the coasts of the United States, Poland and Britain.  The three projects alone could cost around $11.7 billion to build at current prices, which already fulfils the announced  budget of 100 billion crowns, or $11.8 billion, according to a Reuters estimate.  By comparison, Repsol has gone into operating hydropower plants, Total is developing solar power and owns a battery producer, while BP bought Britain’s largest electric vehicle charging company. “For Equinor, it’s more important (to diversify) because it depends more on upstream, compared to its peers like Shell, Total or BP, which have larger downstream operations which will be less impacted by the energy transition,” Rohan Murphy, an analyst at Allianz Global Investors, told Reuters.      Equinor has said it aims to dedicate up to 20 percent of its capital expenditure by 2030 to renewables. Saetre said the plan could amount to 100 billion Norwegian crowns for the period, roughly $12 billion.  “It could be more than 100 billion crowns, but it could be also less. It’s not a fixed number,” Saetre said.      Annual spending is likely to increase as 2030 approaches and more projects reach maturity, he added. A spokeswoman said the company expected costs associated with offshore wind to fall in the future, allowing more to be built with the same money. Equinor has said it planned to spend between $500 million and $750 million on “new energy solutions” in 2017-2020, and $750 million to $1.5 billion in 2020-2025.  Equinor has also bought Danske Commodities, an electricity and gas trader, but sees offshore wind as its main growth area. Executives told Reuters on Tuesday they planned to make the final investment decision on Britain’s 3.6-gigawatt-capacity Dogger Bank project in the North Sea by May 2019, and intended to take part in an auction to supply offshore wind power to the state of New York later this year. It is also opening an office in Japan to position for potential offshore wind tenders there.  It aims to reduce the production cost of floating wind power to 40-60 euros per megawatt hour (MWh) by 2030, making it competitive with other sources of energy, from around 200 euros per MWh at its Scottish project by scaling up and simplifying the technology.  Equinor’s green shift came soon after Saetre took the helm of Statoil in 2015 following the departure of Helge Lund to lead BG. One of Saetre’s first decisions was to establish a separate business segment to drive investments in renewable and low-carbon technologies. Two years later, he pushed for Statoil to be renamed Equinor to reflect its commitment toward becoming a “broad energy” company. Some in Norway protested, shocked that a national champion established for 46 years would drop its name. “The energy transition in the oil industry is probably the hottest topic now,” WoodMackenzie research director Valentina Kretzschmar told Reuters. But some investors are concerned, particularly those on the sell-side, who demand maximum returns on a quarterly basis, she said. “The jury is still out whether it is the right thing for oil majors to invest in renewables at all,” she said.  “There is no question that renewables and electric cars (fleet) will continue to grow. Whether oil and gas companies are right to invest is an open question.”  There is also caution among buy-side, longer-term investors, keener for oil companies to grapple with the energy transition.  “We don’t want them to go and just greenwash things ... They have to make things work and show that they are worthy of the capital,” said Murphy at Allianz Global Investors. Saetre is convinced this is the way forward.  “Some people say we should stick to producing oil and gas, but I have realized that at some point the energy transition will have an impact on that. You can get to a point where oil and gas starts to shrink,” he said. ($1 = 8.4525 Norwegian crowns) Editing by Gwladys Fouche and Dale Hudson",https://uk.reuters.com/article/equinor-renewables/focus-equinor-bets-on-offshore-wind-as-european-oil-firms-push-green-agenda-idUKL8N1VD2ZO,29 Aug 2018,"Norway's Equinor
is focusing its green efforts on offshore wind, a goal
it is already on its way to achieve, but some investors are
concerned about the impact this shift will have on the company's
bottom line.",FOCUS-Equinor bets on offshore wind as European oil firms push green agenda
2018-08-29,"* MSCI world stocks index pauses after gains * Markets await U.S.-Canada trade talks * Turkey’s lira hits a two-week low (Updates to U.S. stock market open; Changes dateline, previous LONDON) By Trevor Hunnicutt NEW YORK, Aug 29 (Reuters) - A major global stock index rose slightly on Wednesday after three straight days of strong gains as investors braced for news on the United States’ trade relations with Canada and China. Talks to renew the North American Free Trade Agreement (NAFTA) hinge on Canada after Monday’s deal between the other parties to that pact, the United States and Mexico. Investors are also nervous ahead of a deadline for the next round of China-U.S. tariffs next week. MSCI’s world equity index, which tracks shares in 47 countries, ticked up 0.2 percent. The index closed higher on Tuesday but off the 5-1/2-month high hit soon after Mexico and the United States struck their deal. The Dow Jones Industrial Average rose 22.18 points, or 0.09 percent, to 26,086.2, the S&P 500 gained 10.99 points, or 0.38 percent, to 2,908.51 and the Nasdaq Composite added 55.61 points, or 0.69 percent, to 8,085.65. “The market is quite right to say after the knee-jerk reaction higher in the Mexican peso and equities, a) there was remarkably little detail, and b) what is the state of Canada?” said Aberdeen Standard Investments head of global strategy Andrew Milligan. U.S. President Donald Trump threatened to proceed with Mexico alone and levy tariffs on Canada if it does not come on board with revised trade terms. But a trade deal might struggle to win approval from Congress unless Canada comes on board. “The final decisions are unlikely until 2019 at the earliest,” Goldman Sachs analysts wrote in a note to clients, saying Democrats might gain control of the majority in Congress by then, which could make agreement more difficult. The dollar, which has been a safe haven from trade concerns, turned negative after earlier gains. An index of the U.S. currency against several trading partners fell 0.08 percent. The Mexican peso lost 0.11 percent versus the U.S. dollar, while the Canadian dollar ticked down 0.09 percent versus the greenback. On another front of the global trade conflicts, a deadline for public comment on Trump’s increased tariffs on $200 billion of Chinese goods was less than a week away on Sept. 5. The White House has said it wants to settle NAFTA before negotiating with China. “There’s a big debate taking place among investors: is Trump hoping to reach agreement with all the big players to demonstrate what a successful negotiator he is, or is he trying to make sure he’s got agreement with NAFTA and the EU and therefore can turn all the firepower on to China?” said Milligan. Emerging market stocks under pressure from trade concerns and a stronger dollar this year lost 0.10 percent on Wednesday, while an index of their currencies fell 0.37 percent in dollar terms. Turkey’s lira extended losses to a two-week low, down 1.89 percent against the dollar, as concern grew about the effects of the country’s currency crisis, and Finance Minister Berat Albayrak was quoted as saying he did not see a risk to the economy. Dollar-denominated Turkish bank bonds also fell after Moody’s sounded the alarm over the sector. Oil prices rose on news of a fall in Iranian crude supplies as U.S. sanctions deter buyers. Brent was last at $76.31, up 0.47 percent on the day. Reporting by Trevor Hunnicutt; Additional reporting by Wayne
Cole and Helen Reid; Editing by David Gregorio",https://uk.reuters.com/article/global-markets/global-markets-world-stock-index-up-but-still-below-5-1-2-month-high-idUKL8N1VK45U,29 Aug 2018,"* Turkey's lira hits a two-week low
(Updates to U.S. stock market open; Changes dateline, previous
LONDON)",GLOBAL MARKETS-World stock index up but still below 5-1/2-month high
2018-08-29,"OSLO (Reuters) - Norway’s largest gas processing plant Kollsnes, a key facility for British exports which faced outages last winter, is having additional upgrades this summer to protect it against extreme weather later in the year, operator Gassco told Reuters. In late February, when a cold snap dubbed the ‘Beast from the East’ hit Europe sending energy prices to 10-year highs, Kollsnes had to drastically reduce output as equipment parts froze, stripping Britain of much-needed gas supplies. On March 1, the second day of the plant’s outage, the lack of supplies in Britain, coinciding with high demand, caused prompt gas prices in the country to quadruple, with the within-day price reaching 160 pence per therm, the highest since the liberalisation of the market in the 1990s. “The winterization programme for Kollsnes has also been updated ... Extensive heating measures, to ensure the best possible production availability also during winter and extreme weather conditions, is an example,” said Gassco’s spokeswoman Lisbet Kallevik. Gassco is also working on reinforcing the power grid as a part of this project, added Kallevik. The Kollsnes plant is at the middle of its planned maintenance period at the moment and works are scheduled to continue until Oct. 1. Even though maintenance at Norway’s gas processing plants happens virtually every year, this summer’s works are much more extensive and targeted. A lot of the equipment that was more exposed to the elements is being insulated to withstand cold. The extraordinary weather conditions that Kollsnes faced in February - a combination of very low temperatures that reached as low as minus 8 degrees Celsius and strong wind - created a challenge engineers call a “cold bridge”. In the event of a cold bridge, impulse lines, which are small pipes used to connect larger gas pipes with measuring instruments, freeze. As a result, typical process systems, like pressure transmitters and pressure controllers connected to impulse lines, used to trace heat, are disrupted. Gassco is now insulating the instrumented systems and will boost heat tracing of the equipment exposed to the weather elements to reduce vulnerability and the technical risk exposure on the plant. “Our target is to secure full production availability at the plant at all times, but still it’s impossible to promise that we will not see any outages this winter,” Kallevik said. Gassco declined to disclose the cost of the additional maintenance at Kollsnes. Equinor, Kollsnes’ technical service provider, is also evaluating its short and long-term routines for extremely cold weather to reduce the probability and consequences of equipment failure, said the firm’s spokeswoman Elin Isaksen. Editing by Nina Chestney and Mark Potter",https://uk.reuters.com/article/norway-gas/norway-cold-proofs-troubled-kollsnes-gas-plant-to-protect-uk-flows-idUKL8N1VK4H0,29 Aug 2018,"Norway's largest gas processing
plant Kollsnes, a key facility for British exports which faced
outages last winter, is having additional upgrades this summer
to protect it against extreme weather later in the year,
operator Gassco told Reuters.",Norway cold-proofs troubled Kollsnes gas plant to protect UK flows
2018-08-29,"MOSCOW (Reuters) - Russian gas giant Gazprom (GAZP.MM) reported a surge in second-quarter net profit, beating analysts’ expectations, as it benefited from rising energy prices. It said second-quarter net profit jumped to 259 billion roubles (2.95 billion pounds), from 48 billion roubles in the year-earlier period and above a forecast of 228 billion roubles in a Reuters survey of analysts. Gazprom’s shares were up 1.1 percent after the results, outperforming the broader Moscow stock market .IMOEX, which was 0.8 percent higher. Gazprom shipped more than 101 billion cubic metres of natural gas to the EU and Turkey in the first half of the year, up 6 percent year-on-year and accounting for around a 34 percent share of Europe’s gas market. It said its average gas export price rose by a quarter to 13,858 roubles per 1,000 cubic metres in the first half of this year. Total sales in April-June increased to 1.83 trillion roubles, from 1.39 trillion roubles in the second quarter of 2017. Reporting by Vladimir Soldatkin; Editing by Susan Fenton",https://uk.reuters.com/article/russia-gazprom-results/update-1-gazproms-second-quarter-profit-soars-on-rising-energy-prices-sales-idUKL8N1VK48A,29 Aug 2018,"Russian gas giant Gazprom
reported a surge in second-quarter net profit, beating
analysts' expectations, as it benefited from rising energy
prices.","UPDATE 1-Gazprom's second quarter profit soars on rising energy prices, sales"
2018-08-29,"CAIRO/TRIPOLI (Reuters) - A bout of fighting in Libya’s capital has laid bare the fragility of a militia cartel that had brought a veneer of stability to the city and encouraged the gradual return of foreign diplomats and plans for elections in December.   Major battles have become rarer in Tripoli since last year as a handful of armed factions aligned with the internationally recognised Government of National Accord (GNA) consolidated their control.  But the ascent of four or five “super militias” has created resentment among groups excluded from the capital and from access to the spoils of Libya’s informal economy. That has heightened the risk of conflict and made the challenge of disbanding militias or integrating them into regular security forces more complex, diplomats and analysts say.   Bringing militias to heel is seen as crucial to resolving a conflict that has divided Libya since a NATO-backed uprising forced Muammar Gaddafi from power seven years ago, slashing oil production and giving space to migrant smugglers and militants.  Fighting on Monday and Tuesday pitted the Seventh Brigade, or Kaniyat, from Tarhouna, a town 65 km (45 miles) southeast of Tripoli, against the Tripoli Revolutionaries’ Brigades (TRB) and the Nawasi, two of the capital’s largest armed groups.   The Kaniyat and other groups from outside Tripoli have noticed the success of rivals inside the city with growing unease. Reports about the wealth, power and extravagant lifestyles of some Tripoli militia commanders have fuelled resentment. “The profits from state capture now go to a narrower set of armed groups than ever before,” said Wolfram Lacher, a researcher at the German think-tank SWP. “That’s a very dangerous situation because it excludes powerful forces from access to levers of the state and administration, and this is now causing those forces to build alliances against the big militias in Tripoli.” As they launched their incursion into Tripoli, Kaniyat denounced their rivals as the “Daesh (Islamic State) of public money”, promising to “cleanse” them from the country. Kaniyat made gains as tanks, armoured vehicles and pickup trucks mounted with anti-aircraft guns were deployed in densely populated residential areas of southern Tripoli, with explosions and heavy artillery fire echoing across the city. At least five people were killed and nearly 30 wounded on the first day, officials said.  Tripoli’s big armed groups claim official status through the GNA - which is opposed by a rival government and military faction based in the east of the sprawling North African country - but act with autonomy. They guard strategic buildings, control Tripoli’s airport and have infiltrated ministries and many of the banks, giving them access to coveted dollars at the official exchange rate, about five times cheaper than the parallel rate.   “They place their people throughout the state administration, particularly in positions that offer control of economic resources,” said Lacher.   Since last summer an ex-prime minister, the mayor of Tripoli and the head of the state religious authority have been among a series of senior figures to be abducted then released by militias. A key member of the GNA’s leadership, Fathi al-Majbari, withdrew from his position after an armed group attacked his residence in June. Earlier this month the National Oil Corporation denounced militia threats against the newly appointed head of its fuel distribution unit over efforts to tackle smuggling, and the sovereign wealth fund said that it had been forced by threats and abductions to move premises.  Prominent Libyans based abroad have said they seek the protection of armed militia factions, not the government, when they travel to Tripoli. Diplomatic staff evacuated amid fighting in 2014 and now tentatively returning ultimately depend on armed groups for access and protection. Critics of a French-led plan to hold national elections on Dec. 10 worry that a free vote will be impossible, and that militias will challenge with force any result they don’t like. “I think it’s a race against time and I feel like the (Libyan) state’s disappearing,” said one senior diplomat. “It’s hard now to tell where’s the state and where’s the militia.” Gaddafi’s four-decade-long, one-man dictatorship left Libya with few effective state institutions after his overthrow. Writing by Aidan Lewis; Editing by Mark Heinrich",https://uk.reuters.com/article/libya-security/update-1-clashes-shatter-illusion-of-security-in-libyan-capital-idUKL8N1VK1WS,29 Aug 2018,"A bout of fighting in
Libya's capital has laid bare the fragility of a militia cartel
that had brought a veneer of stability to the city and
encouraged the gradual return of foreign diplomats and plans for
elections in December.",UPDATE 1-Clashes shatter illusion of security in Libyan capital
2018-08-29,"STAVANGER, Norway (Reuters) - After years of restraint since crude prices slumped in 2014, oil services companies are now at loggerheads with producers as they battle for what they see as a fair share of the sector recovery. Oil industry suppliers say they have cut costs and prices to the bone and the recent rebound in crude justifies better rewards for anything from rigs to logistics and engineering services. Their overtures have met with stubborn resistance from producers. But there are increasing signs that something has to give, including recent strikes at North Sea platforms. “The cost savings that we have achieved over the past three years are not sustainable,” said Thierry Pilenko, Executive Chairman of TechnipFMC (FTI.N), one of the world’s biggest oil services groups. “A rig that was once at $600,000 day is now at $150,000, which is not even cash breakeven,” he added, referring to rig rental rates. “Cost inflation will come back ... The drilling industry working below breakeven is not sustainable.” The oil market is cyclical by nature — if crude prices fall, so does investment and then output, which in turn drives up prices — and oil services companies ride the rollercoaster by using the upturns to raise their prices to offset the downturns. Global exploration and production spending shot up by a quarter in 2005, fell 8 percent in 2009, jumped by about 12 percent two years later and then tanked by more than a fifth in 2016, according to data from consultancy firm Rystad Energy. GRAPHIC: Oil services sector's boom and bust cycles - tmsnrt.rs/2N4DlU0 Consequently, average rig rates that were about $200,000 for a floating rig in 2005 more than doubled by 2012 and then fell to about $160,000 last year, Rystad said. “It is still a feast or famine cycle,” the CEO of oilfield services group Baker Hughes (BHGE.N), Lorenzo Simonelli, told an industry conference in the Norwegian oil capital of Stavanger. After benchmark oil futures contracts LCOc1 slumped from more than $110 a barrel in 2014 to less than $30 in early 2016, oil producers cut spending drastically and promised shareholders that cost discipline was here to stay. GRAPHIC - Boom and Bust Cycles of Oil Services Sector: tmsnrt.rs/2wppPke Signs of rising rates have begun to emerge in the United States, but oil producers are loath to put the genie back in the bottle. “There might be pressure on costs, but we will never forget what we have learned,” Equinor Chief Executive Eldar Saetre told the Stavanger conference. Indeed, Equinor’s announcement on Tuesday that it plans to drill 3,000 production and exploration wells off Norway during the next two decades came with a caveat. “There is no room for cost inflation in those plans,” said Arne Sigve Nylund, head of Equinor’s Norwegian operations. “We need to deliver at the same level we are now ... I call on suppliers to work with us on how to deliver at the lowest possible cost.” But with oil now trading around $75 a barrel, strikes at several of Total’s (TOTF.PA) North Sea offshore platforms are testimony to an industry wrestling with keeping efficiencies high and costs down.  The way contracts are structured between producers and services will be key to the future level of costs. “There is a big dichotomy now. Some of the contractors are expecting to see price increases. They are almost saying ‘it’s my turn now’,” Luis Araujo, CEO of oil services company Aker Solutions (AKSOL.OL), said. “I don’t buy into that. I think we should work together.” Araujo pointed to clients such as Aker BP (AKERBP.OL) offering contracts more akin to “incentive schemes” than ways to squeeze margins.  “In the future, maybe suppliers are going to get paid by performance. So instead of getting paid by the daily rates, (you) will be paid by how many meters you can drill.” Equinor’s Saetre put it even more succinctly at the Stavenger conference, with the words of U.S. rock star Bruce Springsteen emblazoned on the big screen: “Nobody wins unless everybody wins.” But given oil producers’ own constraints, the message might not have trickled through quite yet. “We have to be a bit cautious because the guys doing the presentations are the leaders. But then there is the next layer in line who are being educated to squeeze suppliers and not collaborate,” Araujo said. Additional reporting by Nerijus Adomaitis; Editing by David Goodman",https://uk.reuters.com/article/oil-services-costs/rpt-analysis-tug-of-war-for-oil-sector-looking-to-feast-after-famine-idUKL8N1VK4DV,29 Aug 2018,* GRAPHIC: Boom and bust oil services: https://tmsnrt.rs/2N4DlU0,RPT-ANALYSIS-Tug of war for oil sector looking to feast after famine
