publish_datetime,content,href,story_abstract,title
2018-12-12,"SINGAPORE, Dec 13 (Reuters) - Oil prices rose on Thursday, buoyed by a drawdown in U.S. crude inventories and signs that China is taking more concrete steps to put a trade war truce with Washington into action. Crude oil prices have also been supported by OPEC-led supply curbs announced last week, although gains were capped after the producer group lowered its 2019 demand forecast. International Brent crude oil futures were at $60.46 per barrel at 0213 GMT, up 31 cents, or 0.52 percent, from their last close. U.S. West Texas Intermediate (WTI) crude futures were at $51.40 per barrel, up 25 cents or, 0.49 percent. ""Crude oil prices rose, helped by the easing trade tension, as well as a fall in inventories,"" ANZ bank said on Thursday. ""The news that China is looking to redraft its 'Made in China' 2025 plan boosted hopes that trade talks are progressing better than expected."" China made its first major U.S. soybean purchases in more than six months on Wednesday, while Beijing also appears to be easing its high-tech industrial push, dubbed ""Made in China 2025,"" which has long irked Washington. A drop in U.S. crude stockpiles, though less than expected, has helped boost sentiment, analysts said. U.S. crude inventories fell by 1.2 million barrels in the week to Dec. 7, compared with market expectations for a decrease of 3 million barrels. Meanwhile, the Organisation of the Petroleum Exporting Countries (OPEC) said 2019 demand for its crude would fall to 31.44 million barrels per day, 100,000 bpd less than predicted last month and 1.53 million less than it currently produces. This adds to the concerns of several market watchers that the decision led by the group to cut production by 1.2 million bpd overall might not be enough to override a glut, especially on the back of soaring U.S. output. ""The U.S. is pumping oil like its going out of fashion and that's providing issues for the traditional supply-demand/OPEC dynamic,"" said Hue Frame, portfolio manager at Frame Funds in Sydney. The United States, where crude production <C-OUT-T-EIA> has hit a record 11.7 million bpd, is set to end 2018 as the world's top oil producer, ahead of Russia and Saudi Arabia. ""At this point, the OPEC+ cuts appear to have merely put a floor under prices,"" Societe Generale analyst Michael Wittner said in a note. ""We still believe that there is significant upside from current levels; however, it is not clear when the movement will take place. If the market needs to see stockdraws first, it could be a couple of months."" (Reporting by Koustav Samanta in Singapore Editing by Joseph Radford) ",https://www.cnbc.com//2018/12/12/reuters-america-update-1-oil-prices-climb-amid-signs-of-easing-u-s-china-trade-tensions.html,"* Drop in U.S. crude stocks supports oil * But cut in OPEC's 2019 demand forecast weighs on prices (Adds comment, updates prices) ",UPDATE 1-Oil prices climb amid signs of easing U.S.-China trade tensions
2018-12-12,"SINGAPORE, Dec 13 (Reuters) - U.S. oil prices edged up on Thursday, buoyed by a drawdown in inventories and by signs of easing trade tensions between Washington and Beijing. Oil prices have also been supported by OPEC-led supply curbs announced last week, although gains have been muted after the producer group lowered its 2019 demand forecast. U.S. West Texas Intermediate (WTI) crude futures were at $51.27 per barrel at 0020 GMT, up 0.23 percent from their last settlement. International Brent crude oil futures had yet to trade. ""Crude oil prices rose, helped by the easing trade tension, as well as a fall in inventories,"" ANZ bank said on Thursday. ""The news that China is looking to redraft its 'Made in China' 2025 plan boosted hopes that trade talks are progressing better than expected."" China appears to be easing its high-tech industrial development push, dubbed 'Made in China 2025', which has long irked the United States, amid talks between the two countries to reduce trade tensions, according to new guidance to local governments. A drop in U.S. crude stockpiles, though less than expected, has helped boost sentiment, analysts said. U.S. crude inventories fell by 1.2 million barrels in the week to Dec. 7, compared with market expectations for a decrease of 3 million barrels. Meanwhile, the Organisation of the Petroleum Exporting Countries (OPEC) said 2019 demand for its crude would fall to 31.44 million barrels per day, 100,000 bpd less than predicted last month and 1.53 million less than it currently produces. This adds to the concerns of several market watchers that the decision led by the group to cut production by 1.2 million bpd overall might not be enough to override a glut, especially on the back of soaring U.S. output. ""Oil markets have been concerned about the possibility of weaker macroeconomic and oil demand growth; when combined with booming U.S. shale output, this could keep markets oversupplied in 2019, even with the OPEC+ cut,"" Societe Generale analyst Michael Wittner said in a note. ""At this point, the OPEC+ cuts appear to have merely put a floor under prices."" The United States, where crude production <C-OUT-T-EIA> has hit a record 11.7 million bpd, is set to end 2018 as the world's top oil producer, ahead of Russia and Saudi Arabia. (Reporting by Koustav Samanta in Singapore Editing by Joseph Radford) ",https://www.cnbc.com//2018/12/12/reuters-america-u-s-oil-prices-inch-up-amid-stockpile-drop-signs-of-easing-trade-tensions.html,,"U.S. oil prices inch up amid stockpile drop, signs of easing trade tensions"
2018-12-12,"NEW YORK, Dec 12 (Reuters) - Oil pared gains Wednesday after U.S. crude inventories fell less than expected, but remained supported by a cut in Libyan exports and an OPEC-led deal to trim output. U.S. crude stockpiles fell by 1.2 million barrels in the week to Dec. 7, the U.S. Energy Information Administration said, smaller than the draw reported by industry group the American Petroleum Institute on Tuesday and less than half the draw of 3 million barrels analysts had forecast. Gasoline inventories rose in the week, the EIA said. ""The divergence from the large inventory decline reported by the API makes the report appear more negative than it actually was,"" said John Kilduff, a partner at Again Capital Management in New York. ""The rebound in gasoline demand was notable, and should stay strong, now, into year-end, during the holiday shopping season."" Brent crude futures rose 35 cents a barrel to $60.55 by 10:43 a.m. EDT (1443 GMT), paring gains from the session high of $61.43 a barrel. U.S. futures were up 13 cents a barrel at $51.78, off the session high of $52.88. The oil price has fallen by a third since the start of October, when it hit a four-year high above $87. It is set for its biggest quarterly slide since the fourth quarter of 2014. Oil prices drew support this week after Libya declared force majeure on exports from its largest oilfield on Sunday after tribesmen and state security guards seized the facility. The Libyan outage followed last week's decision by the Organization of the Petroleum Exporting Countries and some non-OPEC producers including Russia to cut supply by 1.2 million barrels per day (bpd) for six months from Jan. 1. ""The OPEC+ deal from last week will allow more of a bullish position to be taken up by some market participants from this point,"" analysts at JBC Energy said in a report. ""The crude picture at least looks somewhat firmer for the next six months than it did previously."" Still, a weaker economic outlook and higher production elsewhere have limited price gains. Crude output has surged in the United States, set to end 2018 as the world's top oil producer, ahead of Russia and Saudi Arabia. ""We are quite confident that OPEC+ will be successful in tightening up the front end of the oil market thus keeping the Brent crude oil one-month contract in $60+ a barrel territory over the next six months,"" SEB commodities strategist Bjarne Schieldrop said. ""Investors and producers however fear a tsunami of additional U.S. shale oil supply in late 2019 and 2020 as new pipelines are installed from the Permian to the U.S. Gulf."" (Additional reporting by Alex Lawler and Henning Gloystein Editing by Dale Hudson, Edmund Blair and David Gregorio) ",https://www.cnbc.com//2018/12/12/reuters-america-update-7-oil-pares-gains-as-u-s-inventory-draw-smaller-than-expected.html,"* Libyan supply disruption, OPEC cuts support prices * U.S. crude inventories fall less than expected - EIA * Market still plagued by oversupply - analyst (New throughout, updates prices, market activity and comments; new byline, changes dateline, previous LONDON) ",UPDATE 7-Oil pares gains as U.S. inventory draw smaller than expected
2018-12-12,"(Adds details, oil prices, quotes) Dec 12 (Reuters) - U.S. crude oil stockpiles last week fell less than expected, while gasoline inventories increased and distillates stocks fell, the Energy Information Administration said on Wednesday. Crude inventories fell by 1.2 million barrels in the week to Dec. 7, compared with analysts' expectations for a decrease of 3 million barrels. The crude drawdown was also short of an over 10 million-barrel decline reported late Tuesday by industry group The American Petroleum Institute. ""The market is disappointed that the EIA did not confirm the 10 million-barrel crude oil inventory draw we saw in the API statistics yesterday and as a result the crude oil price has come off,"" said Andrew Lipow, president of Lipow Oil Associates in Houston. After the EIA data release, U.S. crude futures fell from earlier highs and were up 24 cents to $51.89 a barrel as of 10:49 a.m. EST (1549 GMT). Brent were 59 cents higher at $60.78 a barrel. Gasoline stocks rose by 2.1 million barrels, compared with analysts' expectations in a Reuters poll for a 2.5 million-barrel gain. Distillate stockpiles, which include diesel and heating oil, fell by 1.5 million barrels, versus expectations for a 1.8 million-barrel increase, the EIA data showed. ""Overall, demand is still strong in the U.S., which should be supportive. The crude oil build and the gasoline build was one of the negative factors, but looking at the overall report, theres nothing really bearish in here, said Phil Flynn, analyst at Price Futures Group in Chicago. Refinery crude runs fell by 51,000 barrels per day, EIA data showed. Refinery utilization rates fell by 0.4 percentage point. Net U.S. crude imports rose last week by 1.1 million barrels per day. In the week to Nov. 30, the United States became a net exporter of oil for the first time in decades, shipping out a net 211,000 bpd when looking at combined totals for crude and fuel. That reversed this week, as the U.S. imported a net 1.3 million bpd of crude and fuel, largely due to a rebound in U.S. imports. Crude stocks at the Cushing, Oklahoma, delivery hub rose by 1.1 million barrels, EIA said. U.S. crude production dipped 100,000 bpd to 11.6 million bpd lat week, the EIA said. (Reporting By David Gaffen; additional reporting by Scott DiSavino and Stephanie Kelly Editing by Marguerita Choy) ",https://www.cnbc.com//2018/12/12/reuters-america-update-1-u-s-crude-oil-stockpiles-dip-gasoline-builds--eia.html,,"UPDATE 1-U.S. crude oil stockpiles dip, gasoline builds - EIA"
2018-12-12,U.S. HEATING OIL FUTURES LITTLE CHANGED AFTER EIA DATA SHOW SURPRISE DRAW IN DISTILLATE STOCKPILES ,https://www.cnbc.com//2018/12/12/reuters-america-u-s-heating-oil-futures-little-changed-after-eia-data-show-surprise-draw-in-distillate-stockpiles.html,,U.S. HEATING OIL FUTURES LITTLE CHANGED AFTER EIA DATA SHOW SURPRISE DRAW IN DISTILLATE STOCKPILES
2018-12-12,"OPEC may not have gone far enough to hoist oil prices through 2019 — and a weak demand outlook could prompt the need for another production cut by the cartel and its allies by spring next year, Citi's top commodities analyst said Wednesday. ""I think they went far enough for the time being,"" Ed Morse, Citi's global head of commodities research, told CNBC, describing last weekend's OPEC and non-OPEC agreement led by Saudi Arabia and Russia to cut crude output by 1.2 million barrels per day (bpd) by January. ""They're going to have to re-address this issue sometime next year, but I'm glad they're meeting for their sake in April, and it may be by April they're going to have to confront another cut,"" Morse said of the organization's next summit in Vienna. When asked about the size of this potential cut, Morse stopped short of making a call, instead pointing to the bigger picture: booming production volumes from the U.S. threatening OPEC's power to shape the oil market. ",https://www.cnbc.com//2018/12/12/shale-growth-may-force-opec-into-another-production-cut-in-april-citi-says.html,,"Shale growth may force OPEC into another production cut in April, Citi says"
2018-12-12,"Dec 12 (Reuters) - Oil producer cartel OPEC and its partners will need to keep production lower than their agreed target through 2019 for benchmark Brent crude to come back to $70 a barrel, oil and gas consultancy Rystad Energy said. Last week, the Organisation of the Petroleum Exporting Countries and its Russia-led allies agreed to slash oil production by a bigger-than-expected 1.2 million barrels per day (bpd). The producer group needs to stay 700,000 bpd below its agreed target of 31.8 million bpd through 2019 in order to bring a recovery in benchmark Brent crude prices to the $70 per barrel level, Rystad analyst Bjornar Tonhaugen said in a note. ""The agreed production cuts will not be enough to ensure sustained and immediate recovery in oil prices,"" Tonhaugen said. Crude prices have see-sawed of late on worries of a global economic slowdown on one hand, and a boost from production cuts on the other. Brent crude futures, currently trading at just over $61 a barrel, have lost nearly a third of their value since reaching a four-year high of $86.74 in early October. (Reporting by Debroop Roy in Bengaluru; Editing by Maju Samuel) ",https://www.cnbc.com//2018/12/12/reuters-america-opec-needs-to-cut-output-by-700000-bpd-more-for-brent-to-hit-70--rystad.html,,"OPEC needs to cut output by 700,000 bpd more for Brent to hit $70 - Rystad"
2018-12-12,"LONDON, Dec 12 (Reuters) - Oil rose above $61 a barrel on Wednesday, supported by an industry report that showed a drop in U.S. crude inventories, a cut in Libyan exports and an OPEC-led deal to trim output. The American Petroleum Institute (API) said on Tuesday that U.S. crude inventories dropped by 10.2 million barrels last week, more than analysts had forecast. Official inventory figures are due later on Wednesday. Brent crude futures rose $1.08 to $61.28 by 1233 GMT, while U.S. futures were last up $1.02 to $52.67. The oil price has fallen by a third since the start of October, when it hit a four-year high above $87. It is set for its biggest quarterly slide since the fourth quarter of 2014. ""The oil market is regaining further ground this morning in the wake of a bullish API report,"" Stephen Brennock of oil broker PVM said, although he also sounded a note of caution. ""After all, the fundamental outlook in early 2019 is still plagued by a supply surplus and is therefore not conducive for a sustained price rally."" Oil has been supported this week by a drop in supply from Libya, which declared force majeure on exports from its largest oilfield on Sunday after tribesmen and state security guards seized the facility. The Libyan outage follows last week's decision by the Organization of the Petroleum Exporting Countries and some non-OPEC producers including Russia to cut supply by 1.2 million barrels per day (bpd) for six months from Jan. 1. ""The OPEC+ deal from last week will allow more of a bullish position to be taken up by some market participants from this point,"" analysts at JBC Energy said in a report. ""The crude picture at least looks somewhat firmer for the next six months than it did previously."" While these supply cuts supported prices, a weaker economic outlook and higher production elsewhere kept gains in check. Undermining the OPEC-led supply cuts is soaring output in the United States, which is set to end 2018 as the world's top oil producer, ahead of Russia and Saudi Arabia. ""We are quite confident that OPEC+ will be successful in tightening up the front end of the oil market thus keeping the Brent crude oil one-month contract in $60+ a barrel territory over the next six months,"" SEB commodities strategist Bjarne Schieldrop said. ""Investors and producers however fear a tsunami of additional U.S. shale oil supply in late 2019 and 2020 as new pipelines are installed from the Permian to the U.S. Gulf."" (Additional reporting by Henning Gloystein Editing by Dale Hudson and Edmund Blair) ",https://www.cnbc.com//2018/12/12/reuters-america-update-6-oil-rises-to-61-on-libyan-supply-cut-u-s-inventories.html,"* Libyan supply disruption, OPEC cuts support prices * U.S. crude inventories drop more than expected - API * Market still plagued by oversupply - analyst (Updates prices, adds comments) ","UPDATE 6-Oil rises to $61 on Libyan supply cut, U.S. inventories"
2018-12-12,"Oil production from OPEC nations dipped in November, as a sharp drop in Iranian supplies offset a surge in Saudi output to all-time highs. The group's latest monthly report comes just days after the 15-member organization reached a deal with 10 exporter nations, including Russia, to remove 1.2 million barrels per day from the market. OPEC alone will slash output by 800,000 bpd. The decision follows a plunge in oil prices since the start of October, in part due to projections that the oil market will be oversupplied next year. Slowing economic growth and financial strain in key oil-consuming nations are also raising concerns about energy demand in 2019. ""After a healthy start to the year, the world economy in 2018 was marked by a rising divergence in growth trends,"" OPEC warned in a statement. ""Rising trade tensions, monetary tightening and geopolitical challenges are among the issues that skew economic risks even further to the downside in 2019."" ",https://www.cnbc.com//2018/12/12/opecs-oil-output-dips-in-nov-as-iranian-plunge-offsets-saudi-surge.html,,OPEC's oil production dips in November as Iranian output plunge offsets Saudi surge
2018-12-12,"LONDON, Dec 12 (Reuters) - Oil rose to about $61 a barrel on Wednesday, supported by an industry report showing a drop in U.S. crude inventories, a cut in Libyan exports and an OPEC-led deal to trim output. The American Petroleum Institute (API) said on Tuesday that U.S. crude inventories dropped by 10.2 million barrels last week, more than analysts had forecast. Official inventory figures are due later on Wednesday. Brent crude, the global benchmark, rose $1.07 to $61.27 by 0947 GMT. It has still fallen by almost a third since early October. U.S. crude gained 99 cents to $52.64. ""The oil market is regaining further ground this morning in the wake of a bullish API report,"" Stephen Brennock of oil broker PVM said, although he sounded a note of caution. ""After all, the fundamental outlook in early 2019 is still plagued by a supply surplus and is therefore not conducive for a sustained price rally."" Oil has been supported this week by the supply loss in Libya, which declared force majeure on exports from the country's largest oilfield on Sunday after tribesmen and state security guards seized the facility. The Libyan cutback follows last week's decision by the Organization of the Petroleum Exporting Countries and some non-OPEC producers including Russia to cut supply by 1.2 million barrels per day (bpd) for six months from Jan. 1. ""The OPEC+ deal from last week will allow more of a bullish position to be taken up by some market participants from this point,"" analysts at JBC Energy said in a report. ""The crude picture at least looks somewhat firmer for the next six months than it did previously."" While these supply cuts supported prices, a weaker economic outlook and higher production elsewhere kept gains in check. ""The global economy is set to cool in 2019-20, as rising interest rates and inflation begin to limit consumption in major developed economies,"" the Economist Intelligence Unit (EIU) said in its latest outlook. Undermining the OPEC-led supply cuts is soaring output in the United States, which is set to end 2018 as the world's top oil producer, ahead of Russia and Saudi Arabia. A shale revolution has helped the United States produce a record amount of oil this year. (Additional reporting by Henning Gloystein; Editing by Dale Hudson) ",https://www.cnbc.com//2018/12/12/reuters-america-update-5-oil-rises-to-61-on-libyan-supply-cut-u-s-inventories.html,"* Libyan supply disruption, OPEC cuts support prices * Economic growth to slow in 2019 - EIU * U.S. crude inventories drop more than expected, API data shows (Updates prices, adds quotes, previous SINGAPORE) ","UPDATE 5-Oil rises to $61 on Libyan supply cut, U.S. inventories"
